1993,scans,0,DataLength,,,,,,,
header,20,lines,,,,,,,,
Date,23/07/2018,Time,13:47:01,,,,,,,
ID,HAL RC RGA 101 #15508,Version,3,,,,,,,
Scans,1,,,,,,,,,
Scan ID,Mode,Input,Scanned,Start,Stop,Increment,Dwell,Settle,RS,RelSEM
Scan 1,RGA,SEM,mass,0.4,100,0.05,100.00%,100.00%,1,1
Environment,,,,,,,,,,
Global,RGA,,,,,,,,,
F1,1,"( 1 = on, 0 = off )",,,,,,,,
F2,0,"( 1 = on, 0 = off )",,,,,,,,
cage,3,V,,,,,,,,
delta-m,0,%,,,,,,,,
electron-energy,70,V,,,,,,,,
emission,1000,uA,,,,,,,,
focus,-90,V,,,,,,,,
mass,5.5,amu,,,,,,,,
mode-change-delay,1000,ms,,,,,,,,
multiplier,800,V,,,,,,,,
resolution,0,%,,,,,,,,
Data,1,,,,,,,,,
Cycle,Time,ms,mass amu,SEM Ie(Amps),,,,,,
1,00:00:28,28242,20.25,1.10E-12,,,,,,
1,00:00:28,28242,20.3,9.94E-13,,,,,,
1,00:00:28,28242,20.35,9.68E-13,,,,,,
1,00:00:28,28242,20.4,1.05E-12,,,,,,
1,00:00:28,28242,20.45,1.10E-12,,,,,,
1,00:00:28,28242,20.5,9.14E-13,,,,,,
1,00:00:28,28242,20.55,9.68E-13,,,,,,
1,00:00:28,28242,20.6,8.87E-13,,,,,,
1,00:00:28,28242,20.65,1.16E-12,,,,,,
1,00:00:28,28242,20.7,6.99E-13,,,,,,
1,00:00:28,28242,20.75,8.06E-13,,,,,,
1,00:00:28,28242,20.8,1.05E-12,,,,,,
1,00:00:28,28242,20.85,7.53E-13,,,,,,
1,00:00:28,28242,20.9,9.94E-13,,,,,,
1,00:00:28,28242,20.95,1.05E-12,,,,,,
1,00:00:28,28242,21,7.79E-13,,,,,,
1,00:00:28,28242,21.05,6.99E-13,,,,,,
1,00:00:28,28242,21.1,8.06E-13,,,,,,
1,00:00:28,28242,21.15,1.24E-12,,,,,,
1,00:00:28,28242,21.2,8.60E-13,,,,,,
1,00:00:28,28242,21.25,1.02E-12,,,,,,
1,00:00:28,28242,21.3,1.34E-12,,,,,,
1,00:00:28,28242,21.35,8.60E-13,,,,,,
1,00:00:28,28242,21.4,8.06E-13,,,,,,
1,00:00:28,28242,21.45,8.87E-13,,,,,,
1,00:00:28,28242,21.5,1.05E-12,,,,,,
1,00:00:28,28242,21.55,9.41E-13,,,,,,
1,00:00:28,28242,21.6,1.21E-12,,,,,,
1,00:00:28,28242,21.65,8.06E-13,,,,,,
1,00:00:28,28242,21.7,8.33E-13,,,,,,
1,00:00:28,28242,21.75,8.87E-13,,,,,,
1,00:00:28,28242,21.8,7.53E-13,,,,,,
1,00:00:28,28242,21.85,1.29E-12,,,,,,
1,00:00:28,28242,21.9,1.10E-12,,,,,,
1,00:00:28,28242,21.95,8.06E-13,,,,,,
1,00:00:28,28242,22,1.05E-12,,,,,,
1,00:00:28,28242,22.05,5.38E-13,,,,,,
1,00:00:28,28242,22.1,1.32E-12,,,,,,
1,00:00:28,28242,22.15,9.14E-13,,,,,,
1,00:00:28,28242,22.2,9.94E-13,,,,,,
1,00:00:28,28242,22.25,6.18E-13,,,,,,
1,00:00:28,28242,22.3,6.99E-13,,,,,,
1,00:00:28,28242,22.35,8.60E-13,,,,,,
1,00:00:28,28242,22.4,1.29E-12,,,,,,
1,00:00:28,28242,22.45,8.06E-13,,,,,,
1,00:00:28,28242,22.5,8.87E-13,,,,,,
1,00:00:28,28242,22.55,8.06E-13,,,,,,
1,00:00:28,28242,22.6,9.68E-13,,,,,,
1,00:00:28,28242,22.65,9.41E-13,,,,,,
1,00:00:28,28242,22.7,6.72E-13,,,,,,
1,00:00:28,28242,22.75,8.60E-13,,,,,,
1,00:00:28,28242,22.8,9.14E-13,,,,,,
1,00:00:28,28242,22.85,4.57E-13,,,,,,
1,00:00:28,28242,22.9,8.33E-13,,,,,,
1,00:00:28,28242,22.95,8.33E-13,,,,,,
1,00:00:28,28242,23,1.32E-12,,,,,,
1,00:00:28,28242,23.05,7.79E-13,,,,,,
1,00:00:28,28242,23.1,7.53E-13,,,,,,
1,00:00:28,28242,23.15,9.41E-13,,,,,,
1,00:00:28,28242,23.2,1.26E-12,,,,,,
1,00:00:28,28242,23.25,1.10E-12,,,,,,
1,00:00:28,28242,23.3,7.79E-13,,,,,,
1,00:00:28,28242,23.35,8.33E-13,,,,,,
1,00:00:28,28242,23.4,9.94E-13,,,,,,
1,00:00:28,28242,23.45,9.14E-13,,,,,,
1,00:00:28,28242,23.5,5.91E-13,,,,,,
1,00:00:28,28242,23.55,9.94E-13,,,,,,
1,00:00:28,28242,23.6,8.60E-13,,,,,,
1,00:00:28,28242,23.65,8.87E-13,,,,,,
1,00:00:28,28242,23.7,1.24E-12,,,,,,
1,00:00:28,28242,23.75,8.33E-13,,,,,,
1,00:00:28,28242,23.8,6.45E-13,,,,,,
1,00:00:28,28242,23.85,1.10E-12,,,,,,
1,00:00:28,28242,23.9,1.13E-12,,,,,,
1,00:00:28,28242,23.95,9.41E-13,,,,,,
1,00:00:28,28242,24,8.33E-13,,,,,,
1,00:00:28,28242,24.05,9.94E-13,,,,,,
1,00:00:28,28242,24.1,1.08E-12,,,,,,
1,00:00:28,28242,24.15,8.33E-13,,,,,,
1,00:00:28,28242,24.2,9.94E-13,,,,,,
1,00:00:28,28242,24.25,8.33E-13,,,,,,
1,00:00:28,28242,24.3,8.06E-13,,,,,,
1,00:00:28,28242,24.35,9.41E-13,,,,,,
1,00:00:28,28242,24.4,1.29E-12,,,,,,
1,00:00:28,28242,24.45,9.94E-13,,,,,,
1,00:00:28,28242,24.5,9.14E-13,,,,,,
1,00:00:28,28242,24.55,9.14E-13,,,,,,
1,00:00:28,28242,24.6,9.14E-13,,,,,,
1,00:00:28,28242,24.65,1.02E-12,,,,,,
1,00:00:28,28242,24.7,1.02E-12,,,,,,
1,00:00:28,28242,24.75,9.94E-13,,,,,,
1,00:00:28,28242,24.8,8.33E-13,,,,,,
1,00:00:28,28242,24.85,9.94E-13,,,,,,
1,00:00:28,28242,24.9,4.84E-13,,,,,,
1,00:00:28,28242,24.95,1.05E-12,,,,,,
1,00:00:28,28242,25,9.41E-13,,,,,,
1,00:00:28,28242,25.05,1.02E-12,,,,,,
1,00:00:28,28242,25.1,9.68E-13,,,,,,
1,00:00:28,28242,25.15,4.84E-13,,,,,,
1,00:00:28,28242,25.2,1.13E-12,,,,,,
1,00:00:28,28242,25.25,8.33E-13,,,,,,
1,00:00:28,28242,25.3,9.94E-13,,,,,,
1,00:00:28,28242,25.35,1.08E-12,,,,,,
1,00:00:28,28242,25.4,1.13E-12,,,,,,
1,00:00:28,28242,25.45,1.24E-12,,,,,,
1,00:00:28,28242,25.5,9.94E-13,,,,,,
1,00:00:28,28242,25.55,8.60E-13,,,,,,
1,00:00:28,28242,25.6,8.60E-13,,,,,,
1,00:00:28,28242,25.65,1.16E-12,,,,,,
1,00:00:28,28242,25.7,1.10E-12,,,,,,
1,00:00:28,28242,25.75,6.72E-13,,,,,,
1,00:00:28,28242,25.8,1.40E-12,,,,,,
1,00:00:28,28242,25.85,1.02E-12,,,,,,
1,00:00:28,28242,25.9,1.18E-12,,,,,,
1,00:00:28,28242,25.95,1.24E-12,,,,,,
1,00:00:28,28242,26,1.13E-12,,,,,,
1,00:00:28,28242,26.05,1.24E-12,,,,,,
1,00:00:28,28242,26.1,7.79E-13,,,,,,
1,00:00:28,28242,26.15,1.08E-12,,,,,,
1,00:00:28,28242,26.2,1.26E-12,,,,,,
1,00:00:28,28242,26.25,8.06E-13,,,,,,
1,00:00:28,28242,26.3,8.06E-13,,,,,,
1,00:00:28,28242,26.35,1.16E-12,,,,,,
1,00:00:28,28242,26.4,1.13E-12,,,,,,
1,00:00:28,28242,26.45,9.41E-13,,,,,,
1,00:00:28,28242,26.5,1.05E-12,,,,,,
1,00:00:28,28242,26.55,8.87E-13,,,,,,
1,00:00:28,28242,26.6,1.05E-12,,,,,,
1,00:00:28,28242,26.65,8.33E-13,,,,,,
1,00:00:28,28242,26.7,9.41E-13,,,,,,
1,00:00:28,28242,26.75,9.41E-13,,,,,,
1,00:00:28,28242,26.8,8.06E-13,,,,,,
1,00:00:28,28242,26.85,7.79E-13,,,,,,
1,00:00:28,28242,26.9,1.13E-12,,,,,,
1,00:00:28,28242,26.95,7.79E-13,,,,,,
1,00:00:28,28242,27,6.72E-13,,,,,,
1,00:00:28,28242,27.05,5.64E-13,,,,,,
1,00:00:28,28242,27.1,1.26E-12,,,,,,
1,00:00:28,28242,27.15,9.68E-13,,,,,,
1,00:00:28,28242,27.2,1.08E-12,,,,,,
1,00:00:28,28242,27.25,7.79E-13,,,,,,
1,00:00:28,28242,27.3,1.18E-12,,,,,,
1,00:00:28,28242,27.35,1.05E-12,,,,,,
1,00:00:28,28242,27.4,9.41E-13,,,,,,
1,00:00:28,28242,27.45,9.14E-13,,,,,,
1,00:00:28,28242,27.5,9.14E-13,,,,,,
1,00:00:28,28242,27.55,8.06E-13,,,,,,
1,00:00:28,28242,27.6,1.45E-12,,,,,,
1,00:00:28,28242,27.65,2.31E-12,,,,,,
1,00:00:28,28242,27.7,3.25E-12,,,,,,
1,00:00:28,28242,27.75,3.68E-12,,,,,,
1,00:00:28,28242,27.8,4.30E-12,,,,,,
1,00:00:28,28242,27.85,4.81E-12,,,,,,
1,00:00:28,28242,27.9,4.41E-12,,,,,,
1,00:00:28,28242,27.95,4.57E-12,,,,,,
1,00:00:28,28242,28,4.70E-12,,,,,,
1,00:00:28,28242,28.05,4.76E-12,,,,,,
1,00:00:28,28242,28.1,4.25E-12,,,,,,
1,00:00:28,28242,28.15,4.43E-12,,,,,,
1,00:00:28,28242,28.2,4.00E-12,,,,,,
1,00:00:28,28242,28.25,4.11E-12,,,,,,
1,00:00:28,28242,28.3,3.52E-12,,,,,,
1,00:00:28,28242,28.35,2.98E-12,,,,,,
1,00:00:28,28242,28.4,2.02E-12,,,,,,
1,00:00:28,28242,28.45,1.02E-12,,,,,,
1,00:00:28,28242,28.5,9.94E-13,,,,,,
1,00:00:28,28242,28.55,8.33E-13,,,,,,
1,00:00:28,28242,28.6,1.13E-12,,,,,,
1,00:00:28,28242,28.65,8.87E-13,,,,,,
1,00:00:28,28242,28.7,9.68E-13,,,,,,
1,00:00:28,28242,28.75,8.06E-13,,,,,,
1,00:00:28,28242,28.8,7.79E-13,,,,,,
1,00:00:28,28242,28.85,6.99E-13,,,,,,
1,00:00:28,28242,28.9,7.79E-13,,,,,,
1,00:00:28,28242,28.95,1.05E-12,,,,,,
1,00:00:28,28242,29,9.94E-13,,,,,,
1,00:00:28,28242,29.05,8.87E-13,,,,,,
1,00:00:28,28242,29.1,1.02E-12,,,,,,
1,00:00:28,28242,29.15,7.79E-13,,,,,,
1,00:00:28,28242,29.2,1.08E-12,,,,,,
1,00:00:28,28242,29.25,8.06E-13,,,,,,
1,00:00:28,28242,29.3,8.06E-13,,,,,,
1,00:00:28,28242,29.35,8.33E-13,,,,,,
1,00:00:28,28242,29.4,5.64E-13,,,,,,
1,00:00:28,28242,29.45,6.45E-13,,,,,,
1,00:00:28,28242,29.5,9.14E-13,,,,,,
1,00:00:28,28242,29.55,9.41E-13,,,,,,
1,00:00:28,28242,29.6,8.60E-13,,,,,,
1,00:00:28,28242,29.65,8.06E-13,,,,,,
1,00:00:28,28242,29.7,9.41E-13,,,,,,
1,00:00:28,28242,29.75,8.87E-13,,,,,,
1,00:00:28,28242,29.8,9.41E-13,,,,,,
1,00:00:28,28242,29.85,9.41E-13,,,,,,
1,00:00:28,28242,29.9,9.14E-13,,,,,,
1,00:00:28,28242,29.95,6.72E-13,,,,,,
1,00:00:28,28242,30,1.10E-12,,,,,,
1,00:00:28,28242,30.05,6.99E-13,,,,,,
1,00:00:28,28242,30.1,5.91E-13,,,,,,
1,00:00:28,28242,30.15,6.45E-13,,,,,,
1,00:00:28,28242,30.2,5.64E-13,,,,,,
1,00:00:28,28242,30.25,6.72E-13,,,,,,
1,00:00:28,28242,30.3,7.53E-13,,,,,,
1,00:00:28,28242,30.35,9.14E-13,,,,,,
1,00:00:28,28242,30.4,9.68E-13,,,,,,
1,00:00:28,28242,30.45,6.18E-13,,,,,,
1,00:00:28,28242,30.5,9.14E-13,,,,,,
1,00:00:28,28242,30.55,9.68E-13,,,,,,
1,00:00:28,28242,30.6,7.53E-13,,,,,,
1,00:00:28,28242,30.65,1.02E-12,,,,,,
1,00:00:28,28242,30.7,5.91E-13,,,,,,
1,00:00:28,28242,30.75,1.08E-12,,,,,,
1,00:00:28,28242,30.8,7.79E-13,,,,,,
1,00:00:28,28242,30.85,6.72E-13,,,,,,
1,00:00:28,28242,30.9,9.14E-13,,,,,,
1,00:00:28,28242,30.95,7.53E-13,,,,,,
1,00:00:28,28242,31,6.99E-13,,,,,,
1,00:00:28,28242,31.05,8.06E-13,,,,,,
1,00:00:28,28242,31.1,8.33E-13,,,,,,
1,00:00:28,28242,31.15,9.94E-13,,,,,,
1,00:00:28,28242,31.2,9.41E-13,,,,,,
1,00:00:28,28242,31.25,8.87E-13,,,,,,
1,00:00:28,28242,31.3,8.06E-13,,,,,,
1,00:00:28,28242,31.35,5.64E-13,,,,,,
1,00:00:28,28242,31.4,8.87E-13,,,,,,
1,00:00:28,28242,31.45,8.33E-13,,,,,,
1,00:00:28,28242,31.5,9.68E-13,,,,,,
1,00:00:28,28242,31.55,1.05E-12,,,,,,
1,00:00:28,28242,31.6,8.33E-13,,,,,,
1,00:00:28,28242,31.65,8.06E-13,,,,,,
1,00:00:28,28242,31.7,9.14E-13,,,,,,
1,00:00:28,28242,31.75,4.84E-13,,,,,,
1,00:00:28,28242,31.8,1.02E-12,,,,,,
1,00:00:28,28242,31.85,8.06E-13,,,,,,
1,00:00:28,28242,31.9,7.26E-13,,,,,,
1,00:00:28,28242,31.95,7.53E-13,,,,,,
1,00:00:28,28242,32,1.05E-12,,,,,,
1,00:00:28,28242,32.05,9.41E-13,,,,,,
1,00:00:28,28242,32.1,8.60E-13,,,,,,
1,00:00:28,28242,32.15,5.11E-13,,,,,,
1,00:00:28,28242,32.2,8.87E-13,,,,,,
1,00:00:28,28242,32.25,1.26E-12,,,,,,
1,00:00:28,28242,32.3,1.42E-12,,,,,,
1,00:00:28,28242,32.35,9.68E-13,,,,,,
1,00:00:28,28242,32.4,8.87E-13,,,,,,
1,00:00:28,28242,32.45,9.68E-13,,,,,,
1,00:00:28,28242,32.5,9.68E-13,,,,,,
1,00:00:28,28242,32.55,8.06E-13,,,,,,
1,00:00:28,28242,32.6,9.68E-13,,,,,,
1,00:00:28,28242,32.65,8.33E-13,,,,,,
1,00:00:28,28242,32.7,5.91E-13,,,,,,
1,00:00:28,28242,32.75,1.16E-12,,,,,,
1,00:00:28,28242,32.8,8.33E-13,,,,,,
1,00:00:28,28242,32.85,9.68E-13,,,,,,
1,00:00:28,28242,32.9,6.45E-13,,,,,,
1,00:00:28,28242,32.95,6.45E-13,,,,,,
1,00:00:28,28242,33,8.06E-13,,,,,,
1,00:00:28,28242,33.05,5.11E-13,,,,,,
1,00:00:28,28242,33.1,8.87E-13,,,,,,
1,00:00:28,28242,33.15,5.91E-13,,,,,,
1,00:00:28,28242,33.2,1.05E-12,,,,,,
1,00:00:28,28242,33.25,9.68E-13,,,,,,
1,00:00:28,28242,33.3,1.02E-12,,,,,,
1,00:00:28,28242,33.35,7.26E-13,,,,,,
1,00:00:28,28242,33.4,7.79E-13,,,,,,
1,00:00:28,28242,33.45,1.05E-12,,,,,,
1,00:00:28,28242,33.5,5.64E-13,,,,,,
1,00:00:28,28242,33.55,8.33E-13,,,,,,
1,00:00:28,28242,33.6,6.45E-13,,,,,,
1,00:00:28,28242,33.65,9.14E-13,,,,,,
1,00:00:28,28242,33.7,5.64E-13,,,,,,
1,00:00:28,28242,33.75,5.91E-13,,,,,,
1,00:00:28,28242,33.8,1.05E-12,,,,,,
1,00:00:28,28242,33.85,7.79E-13,,,,,,
1,00:00:28,28242,33.9,5.64E-13,,,,,,
1,00:00:28,28242,33.95,9.94E-13,,,,,,
1,00:00:28,28242,34,8.33E-13,,,,,,
1,00:00:28,28242,34.05,7.79E-13,,,,,,
1,00:00:28,28242,34.1,7.26E-13,,,,,,
1,00:00:28,28242,34.15,8.87E-13,,,,,,
1,00:00:28,28242,34.2,9.14E-13,,,,,,
1,00:00:28,28242,34.25,4.84E-13,,,,,,
1,00:00:28,28242,34.3,8.60E-13,,,,,,
1,00:00:28,28242,34.35,6.45E-13,,,,,,
1,00:00:28,28242,34.4,8.87E-13,,,,,,
1,00:00:28,28242,34.45,6.18E-13,,,,,,
1,00:00:28,28242,34.5,8.33E-13,,,,,,
1,00:00:28,28242,34.55,7.53E-13,,,,,,
1,00:00:28,28242,34.6,8.60E-13,,,,,,
1,00:00:28,28242,34.65,8.60E-13,,,,,,
1,00:00:28,28242,34.7,4.84E-13,,,,,,
1,00:00:28,28242,34.75,1.02E-12,,,,,,
1,00:00:28,28242,34.8,7.26E-13,,,,,,
1,00:00:28,28242,34.85,8.87E-13,,,,,,
1,00:00:28,28242,34.9,8.87E-13,,,,,,
1,00:00:28,28242,34.95,9.68E-13,,,,,,
1,00:00:28,28242,35,6.99E-13,,,,,,
1,00:00:28,28242,35.05,1.02E-12,,,,,,
1,00:00:28,28242,35.1,7.26E-13,,,,,,
1,00:00:28,28242,35.15,8.60E-13,,,,,,
1,00:00:28,28242,35.2,9.68E-13,,,,,,
1,00:00:28,28242,35.25,9.41E-13,,,,,,
1,00:00:28,28242,35.3,4.30E-13,,,,,,
1,00:00:28,28242,35.35,6.18E-13,,,,,,
1,00:00:28,28242,35.4,6.99E-13,,,,,,
1,00:00:28,28242,35.45,9.41E-13,,,,,,
1,00:00:28,28242,35.5,6.18E-13,,,,,,
1,00:00:28,28242,35.55,8.06E-13,,,,,,
1,00:00:28,28242,35.6,7.53E-13,,,,,,
1,00:00:28,28242,35.65,7.53E-13,,,,,,
1,00:00:28,28242,35.7,1.21E-12,,,,,,
1,00:00:28,28242,35.75,1.08E-12,,,,,,
1,00:00:28,28242,35.8,6.45E-13,,,,,,
1,00:00:28,28242,35.85,8.87E-13,,,,,,
1,00:00:28,28242,35.9,9.14E-13,,,,,,
1,00:00:28,28242,35.95,7.26E-13,,,,,,
1,00:00:28,28242,36,8.06E-13,,,,,,
1,00:00:28,28242,36.05,8.87E-13,,,,,,
1,00:00:28,28242,36.1,8.60E-13,,,,,,
1,00:00:28,28242,36.15,5.64E-13,,,,,,
1,00:00:28,28242,36.2,9.68E-13,,,,,,
1,00:00:28,28242,36.25,8.87E-13,,,,,,
1,00:00:28,28242,36.3,9.94E-13,,,,,,
1,00:00:28,28242,36.35,7.26E-13,,,,,,
1,00:00:28,28242,36.4,6.45E-13,,,,,,
1,00:00:28,28242,36.45,8.87E-13,,,,,,
1,00:00:28,28242,36.5,7.26E-13,,,,,,
1,00:00:28,28242,36.55,6.99E-13,,,,,,
1,00:00:28,28242,36.6,8.87E-13,,,,,,
1,00:00:28,28242,36.65,5.38E-13,,,,,,
1,00:00:28,28242,36.7,7.53E-13,,,,,,
1,00:00:28,28242,36.75,9.41E-13,,,,,,
1,00:00:28,28242,36.8,8.06E-13,,,,,,
1,00:00:28,28242,36.85,1.29E-12,,,,,,
1,00:00:28,28242,36.9,6.18E-13,,,,,,
1,00:00:28,28242,36.95,8.33E-13,,,,,,
1,00:00:28,28242,37,4.30E-13,,,,,,
1,00:00:28,28242,37.05,1.16E-12,,,,,,
1,00:00:28,28242,37.1,8.87E-13,,,,,,
1,00:00:28,28242,37.15,8.60E-13,,,,,,
1,00:00:28,28242,37.2,7.79E-13,,,,,,
1,00:00:28,28242,37.25,5.38E-13,,,,,,
1,00:00:28,28242,37.3,8.33E-13,,,,,,
1,00:00:28,28242,37.35,6.99E-13,,,,,,
1,00:00:28,28242,37.4,8.33E-13,,,,,,
1,00:00:28,28242,37.45,7.53E-13,,,,,,
1,00:00:28,28242,37.5,7.53E-13,,,,,,
1,00:00:28,28242,37.55,4.84E-13,,,,,,
1,00:00:28,28242,37.6,9.68E-13,,,,,,
1,00:00:28,28242,37.65,1.16E-12,,,,,,
1,00:00:28,28242,37.7,7.53E-13,,,,,,
1,00:00:28,28242,37.75,6.72E-13,,,,,,
1,00:00:28,28242,37.8,9.14E-13,,,,,,
1,00:00:28,28242,37.85,6.72E-13,,,,,,
1,00:00:28,28242,37.9,9.68E-13,,,,,,
1,00:00:28,28242,37.95,6.18E-13,,,,,,
1,00:00:28,28242,38,6.45E-13,,,,,,
1,00:00:28,28242,38.05,7.53E-13,,,,,,
1,00:00:28,28242,38.1,9.14E-13,,,,,,
1,00:00:28,28242,38.15,8.33E-13,,,,,,
1,00:00:28,28242,38.2,5.64E-13,,,,,,
1,00:00:28,28242,38.25,9.41E-13,,,,,,
1,00:00:28,28242,38.3,7.26E-13,,,,,,
1,00:00:28,28242,38.35,9.68E-13,,,,,,
1,00:00:28,28242,38.4,7.53E-13,,,,,,
1,00:00:28,28242,38.45,9.68E-13,,,,,,
1,00:00:28,28242,38.5,9.14E-13,,,,,,
1,00:00:28,28242,38.55,6.99E-13,,,,,,
1,00:00:28,28242,38.6,5.64E-13,,,,,,
1,00:00:28,28242,38.65,8.60E-13,,,,,,
1,00:00:28,28242,38.7,8.33E-13,,,,,,
1,00:00:28,28242,38.75,9.94E-13,,,,,,
1,00:00:28,28242,38.8,4.57E-13,,,,,,
1,00:00:28,28242,38.85,6.45E-13,,,,,,
1,00:00:28,28242,38.9,7.26E-13,,,,,,
1,00:00:28,28242,38.95,6.45E-13,,,,,,
1,00:00:28,28242,39,6.18E-13,,,,,,
1,00:00:28,28242,39.05,1.10E-12,,,,,,
1,00:00:28,28242,39.1,7.79E-13,,,,,,
1,00:00:28,28242,39.15,9.14E-13,,,,,,
1,00:00:28,28242,39.2,6.72E-13,,,,,,
1,00:00:28,28242,39.25,1.10E-12,,,,,,
1,00:00:28,28242,39.3,8.87E-13,,,,,,
1,00:00:28,28242,39.35,5.38E-13,,,,,,
1,00:00:28,28242,39.4,9.94E-13,,,,,,
1,00:00:28,28242,39.45,1.02E-12,,,,,,
1,00:00:28,28242,39.5,1.16E-12,,,,,,
1,00:00:28,28242,39.55,1.13E-12,,,,,,
1,00:00:28,28242,39.6,8.87E-13,,,,,,
1,00:00:28,28242,39.65,9.68E-13,,,,,,
1,00:00:28,28242,39.7,9.41E-13,,,,,,
1,00:00:28,28242,39.75,8.06E-13,,,,,,
1,00:00:28,28242,39.8,6.18E-13,,,,,,
1,00:00:28,28242,39.85,1.02E-12,,,,,,
1,00:00:28,28242,39.9,1.05E-12,,,,,,
1,00:00:28,28242,39.95,1.13E-12,,,,,,
1,00:00:28,28242,40,8.87E-13,,,,,,
1,00:00:28,28242,40.05,6.99E-13,,,,,,
1,00:00:28,28242,40.1,5.38E-13,,,,,,
1,00:00:28,28242,40.15,1.05E-12,,,,,,
1,00:00:28,28242,40.2,9.94E-13,,,,,,
1,00:00:28,28242,40.25,1.08E-12,,,,,,
1,00:00:28,28242,40.3,8.87E-13,,,,,,
1,00:00:28,28242,40.35,1.05E-12,,,,,,
1,00:00:28,28242,40.4,9.14E-13,,,,,,
1,00:00:28,28242,40.45,1.13E-12,,,,,,
1,00:00:28,28242,40.5,8.87E-13,,,,,,
1,00:00:28,28242,40.55,5.91E-13,,,,,,
1,00:00:28,28242,40.6,1.24E-12,,,,,,
1,00:00:28,28242,40.65,6.72E-13,,,,,,
1,00:00:28,28242,40.7,8.60E-13,,,,,,
1,00:00:28,28242,40.75,6.45E-13,,,,,,
1,00:00:28,28242,40.8,1.29E-12,,,,,,
1,00:00:28,28242,40.85,1.26E-12,,,,,,
1,00:00:28,28242,40.9,1.18E-12,,,,,,
1,00:00:28,28242,40.95,8.87E-13,,,,,,
1,00:00:28,28242,41,7.53E-13,,,,,,
1,00:00:28,28242,41.05,7.53E-13,,,,,,
1,00:00:28,28242,41.1,7.53E-13,,,,,,
1,00:00:28,28242,41.15,9.68E-13,,,,,,
1,00:00:28,28242,41.2,8.87E-13,,,,,,
1,00:00:28,28242,41.25,1.08E-12,,,,,,
1,00:00:28,28242,41.3,9.94E-13,,,,,,
1,00:00:28,28242,41.35,9.94E-13,,,,,,
1,00:00:28,28242,41.4,1.24E-12,,,,,,
1,00:00:28,28242,41.45,1.02E-12,,,,,,
1,00:00:28,28242,41.5,9.94E-13,,,,,,
1,00:00:28,28242,41.55,1.16E-12,,,,,,
1,00:00:28,28242,41.6,8.33E-13,,,,,,
1,00:00:28,28242,41.65,1.02E-12,,,,,,
1,00:00:28,28242,41.7,9.41E-13,,,,,,
1,00:00:28,28242,41.75,7.53E-13,,,,,,
1,00:00:28,28242,41.8,6.72E-13,,,,,,
1,00:00:28,28242,41.85,1.02E-12,,,,,,
1,00:00:28,28242,41.9,7.53E-13,,,,,,
1,00:00:28,28242,41.95,9.94E-13,,,,,,
1,00:00:28,28242,42,9.14E-13,,,,,,
1,00:00:28,28242,42.05,7.79E-13,,,,,,
1,00:00:28,28242,42.1,1.05E-12,,,,,,
1,00:00:28,28242,42.15,8.06E-13,,,,,,
1,00:00:28,28242,42.2,5.91E-13,,,,,,
1,00:00:28,28242,42.25,9.14E-13,,,,,,
1,00:00:28,28242,42.3,7.53E-13,,,,,,
1,00:00:28,28242,42.35,1.45E-12,,,,,,
1,00:00:28,28242,42.4,8.60E-13,,,,,,
1,00:00:28,28242,42.45,1.18E-12,,,,,,
1,00:00:28,28242,42.5,4.57E-13,,,,,,
1,00:00:28,28242,42.55,9.68E-13,,,,,,
1,00:00:28,28242,42.6,8.60E-13,,,,,,
1,00:00:28,28242,42.65,1.02E-12,,,,,,
1,00:00:28,28242,42.7,8.60E-13,,,,,,
1,00:00:28,28242,42.75,9.14E-13,,,,,,
1,00:00:28,28242,42.8,1.02E-12,,,,,,
1,00:00:28,28242,42.85,9.41E-13,,,,,,
1,00:00:28,28242,42.9,1.08E-12,,,,,,
1,00:00:28,28242,42.95,9.94E-13,,,,,,
1,00:00:28,28242,43,8.06E-13,,,,,,
1,00:00:28,28242,43.05,1.05E-12,,,,,,
1,00:00:28,28242,43.1,9.41E-13,,,,,,
1,00:00:28,28242,43.15,8.33E-13,,,,,,
1,00:00:28,28242,43.2,8.06E-13,,,,,,
1,00:00:28,28242,43.25,8.87E-13,,,,,,
1,00:00:28,28242,43.3,7.79E-13,,,,,,
1,00:00:28,28242,43.35,9.41E-13,,,,,,
1,00:00:28,28242,43.4,8.60E-13,,,,,,
1,00:00:28,28242,43.45,1.16E-12,,,,,,
1,00:00:28,28242,43.5,1.51E-12,,,,,,
1,00:00:28,28242,43.55,1.64E-12,,,,,,
1,00:00:28,28242,43.6,1.61E-12,,,,,,
1,00:00:28,28242,43.65,1.91E-12,,,,,,
1,00:00:28,28242,43.7,2.45E-12,,,,,,
1,00:00:28,28242,43.75,2.53E-12,,,,,,
1,00:00:28,28242,43.8,2.71E-12,,,,,,
1,00:00:28,28242,43.85,2.96E-12,,,,,,
1,00:00:28,28242,43.9,3.20E-12,,,,,,
1,00:00:28,28242,43.95,3.17E-12,,,,,,
1,00:00:28,28242,44,2.98E-12,,,,,,
1,00:00:28,28242,44.05,2.80E-12,,,,,,
1,00:00:28,28242,44.1,2.50E-12,,,,,,
1,00:00:28,28242,44.15,2.77E-12,,,,,,
1,00:00:28,28242,44.2,3.06E-12,,,,,,
1,00:00:28,28242,44.25,2.42E-12,,,,,,
1,00:00:28,28242,44.3,1.88E-12,,,,,,
1,00:00:28,28242,44.35,1.77E-12,,,,,,
1,00:00:28,28242,44.4,1.32E-12,,,,,,
