1993,scans,0,DataLength,,,,,,,
header,20,lines,,,,,,,,
Date,23/07/2018,Time,13:47:01,,,,,,,
ID,HAL RC RGA 101 #15508,Version,3,,,,,,,
Scans,1,,,,,,,,,
Scan ID,Mode,Input,Scanned,Start,Stop,Increment,Dwell,Settle,RS,RelSEM
Scan 1,RGA,SEM,mass,0.4,100,0.05,100.00%,100.00%,1,1
Environment,,,,,,,,,,
Global,RGA,,,,,,,,,
F1,1,"( 1 = on, 0 = off )",,,,,,,,
F2,0,"( 1 = on, 0 = off )",,,,,,,,
cage,3,V,,,,,,,,
delta-m,0,%,,,,,,,,
electron-energy,70,V,,,,,,,,
emission,1000,uA,,,,,,,,
focus,-90,V,,,,,,,,
mass,5.5,amu,,,,,,,,
mode-change-delay,1000,ms,,,,,,,,
multiplier,800,V,,,,,,,,
resolution,0,%,,,,,,,,
Data,1,,,,,,,,,
Cycle,Time,ms,mass amu,SEM Ie(Amps),,,,,,
1,00:00:28,28242,44.45,1.13E-12,,,,,,
1,00:00:28,28242,44.5,8.60E-13,,,,,,
1,00:00:28,28242,44.55,9.94E-13,,,,,,
1,00:00:28,28242,44.6,8.87E-13,,,,,,
1,00:00:28,28242,44.65,7.79E-13,,,,,,
1,00:00:28,28242,44.7,1.13E-12,,,,,,
1,00:00:28,28242,44.75,1.16E-12,,,,,,
1,00:00:28,28242,44.8,1.02E-12,,,,,,
1,00:00:28,28242,44.85,7.53E-13,,,,,,
1,00:00:28,28242,44.9,1.10E-12,,,,,,
1,00:00:28,28242,44.95,1.08E-12,,,,,,
1,00:00:28,28242,45,9.41E-13,,,,,,
1,00:00:28,28242,45.05,1.05E-12,,,,,,
1,00:00:28,28242,45.1,1.08E-12,,,,,,
1,00:00:28,28242,45.15,9.41E-13,,,,,,
1,00:00:28,28242,45.2,6.72E-13,,,,,,
1,00:00:28,28242,45.25,1.18E-12,,,,,,
1,00:00:28,28242,45.3,1.13E-12,,,,,,
1,00:00:28,28242,45.35,1.02E-12,,,,,,
1,00:00:28,28242,45.4,1.16E-12,,,,,,
1,00:00:28,28242,45.45,8.33E-13,,,,,,
1,00:00:28,28242,45.5,8.60E-13,,,,,,
1,00:00:28,28242,45.55,6.99E-13,,,,,,
1,00:00:28,28242,45.6,1.18E-12,,,,,,
1,00:00:28,28242,45.65,1.10E-12,,,,,,
1,00:00:28,28242,45.7,7.79E-13,,,,,,
1,00:00:28,28242,45.75,7.53E-13,,,,,,
1,00:00:28,28242,45.8,7.79E-13,,,,,,
1,00:00:28,28242,45.85,1.13E-12,,,,,,
1,00:00:28,28242,45.9,1.02E-12,,,,,,
1,00:00:28,28242,45.95,8.87E-13,,,,,,
1,00:00:28,28242,46,8.87E-13,,,,,,
1,00:00:28,28242,46.05,7.79E-13,,,,,,
1,00:00:28,28242,46.1,9.14E-13,,,,,,
1,00:00:28,28242,46.15,8.33E-13,,,,,,
1,00:00:28,28242,46.2,1.02E-12,,,,,,
1,00:00:28,28242,46.25,1.02E-12,,,,,,
1,00:00:28,28242,46.3,9.14E-13,,,,,,
1,00:00:28,28242,46.35,7.53E-13,,,,,,
1,00:00:28,28242,46.4,1.34E-12,,,,,,
1,00:00:28,28242,46.45,5.64E-13,,,,,,
1,00:00:28,28242,46.5,8.33E-13,,,,,,
1,00:00:28,28242,46.55,8.33E-13,,,,,,
1,00:00:28,28242,46.6,8.87E-13,,,,,,
1,00:00:28,28242,46.65,7.26E-13,,,,,,
1,00:00:28,28242,46.7,1.05E-12,,,,,,
1,00:00:28,28242,46.75,6.99E-13,,,,,,
1,00:00:28,28242,46.8,8.87E-13,,,,,,
1,00:00:28,28242,46.85,1.24E-12,,,,,,
1,00:00:28,28242,46.9,1.10E-12,,,,,,
1,00:00:28,28242,46.95,8.87E-13,,,,,,
1,00:00:28,28242,47,5.91E-13,,,,,,
1,00:00:28,28242,47.05,9.68E-13,,,,,,
1,00:00:28,28242,47.1,7.79E-13,,,,,,
1,00:00:28,28242,47.15,1.02E-12,,,,,,
1,00:00:28,28242,47.2,1.05E-12,,,,,,
1,00:00:28,28242,47.25,7.79E-13,,,,,,
1,00:00:28,28242,47.3,8.60E-13,,,,,,
1,00:00:28,28242,47.35,1.02E-12,,,,,,
1,00:00:28,28242,47.4,1.21E-12,,,,,,
1,00:00:28,28242,47.45,8.60E-13,,,,,,
1,00:00:28,28242,47.5,9.68E-13,,,,,,
1,00:00:28,28242,47.55,1.08E-12,,,,,,
1,00:00:28,28242,47.6,9.41E-13,,,,,,
1,00:00:28,28242,47.65,7.53E-13,,,,,,
1,00:00:28,28242,47.7,7.79E-13,,,,,,
1,00:00:28,28242,47.75,8.33E-13,,,,,,
1,00:00:28,28242,47.8,9.41E-13,,,,,,
1,00:00:28,28242,47.85,8.60E-13,,,,,,
1,00:00:28,28242,47.9,7.26E-13,,,,,,
1,00:00:28,28242,47.95,7.53E-13,,,,,,
1,00:00:28,28242,48,1.08E-12,,,,,,
1,00:00:28,28242,48.05,8.60E-13,,,,,,
1,00:00:28,28242,48.1,1.37E-12,,,,,,
1,00:00:28,28242,48.15,6.72E-13,,,,,,
1,00:00:28,28242,48.2,1.02E-12,,,,,,
1,00:00:28,28242,48.25,1.24E-12,,,,,,
1,00:00:28,28242,48.3,7.26E-13,,,,,,
1,00:00:28,28242,48.35,7.53E-13,,,,,,
1,00:00:28,28242,48.4,8.60E-13,,,,,,
1,00:00:28,28242,48.45,1.13E-12,,,,,,
1,00:00:28,28242,48.5,1.02E-12,,,,,,
1,00:00:28,28242,48.55,8.33E-13,,,,,,
1,00:00:28,28242,48.6,9.41E-13,,,,,,
1,00:00:28,28242,48.65,9.94E-13,,,,,,
1,00:00:28,28242,48.7,1.08E-12,,,,,,
1,00:00:28,28242,48.75,9.68E-13,,,,,,
1,00:00:28,28242,48.8,1.13E-12,,,,,,
1,00:00:28,28242,48.85,9.94E-13,,,,,,
1,00:00:28,28242,48.9,9.41E-13,,,,,,
1,00:00:28,28242,48.95,9.94E-13,,,,,,
1,00:00:28,28242,49,1.02E-12,,,,,,
1,00:00:28,28242,49.05,9.94E-13,,,,,,
1,00:00:28,28242,49.1,8.33E-13,,,,,,
1,00:00:28,28242,49.15,9.68E-13,,,,,,
1,00:00:28,28242,49.2,1.05E-12,,,,,,
1,00:00:28,28242,49.25,1.16E-12,,,,,,
1,00:00:28,28242,49.3,1.18E-12,,,,,,
1,00:00:28,28242,49.35,1.10E-12,,,,,,
1,00:00:28,28242,49.4,9.41E-13,,,,,,
1,00:00:28,28242,49.45,8.87E-13,,,,,,
1,00:00:28,28242,49.5,1.10E-12,,,,,,
1,00:00:28,28242,49.55,8.60E-13,,,,,,
1,00:00:28,28242,49.6,1.32E-12,,,,,,
1,00:00:28,28242,49.65,7.53E-13,,,,,,
1,00:00:28,28242,49.7,1.24E-12,,,,,,
1,00:00:28,28242,49.75,1.08E-12,,,,,,
1,00:00:28,28242,49.8,8.87E-13,,,,,,
1,00:00:28,28242,49.85,1.18E-12,,,,,,
1,00:00:28,28242,49.9,1.02E-12,,,,,,
1,00:00:28,28242,49.95,1.21E-12,,,,,,
1,00:00:28,28242,50,1.13E-12,,,,,,
1,00:00:28,28242,50.05,9.14E-13,,,,,,
1,00:00:28,28242,50.1,1.21E-12,,,,,,
1,00:00:28,28242,50.15,1.05E-12,,,,,,
1,00:00:28,28242,50.2,9.94E-13,,,,,,
1,00:00:28,28242,50.25,7.26E-13,,,,,,
1,00:00:28,28242,50.3,1.02E-12,,,,,,
1,00:00:28,28242,50.35,9.14E-13,,,,,,
1,00:00:28,28242,50.4,7.26E-13,,,,,,
1,00:00:28,28242,50.45,8.06E-13,,,,,,
1,00:00:28,28242,50.5,1.24E-12,,,,,,
1,00:00:28,28242,50.55,7.79E-13,,,,,,
1,00:00:28,28242,50.6,9.94E-13,,,,,,
1,00:00:28,28242,50.65,9.94E-13,,,,,,
1,00:00:28,28242,50.7,1.24E-12,,,,,,
1,00:00:28,28242,50.75,9.14E-13,,,,,,
1,00:00:28,28242,50.8,8.87E-13,,,,,,
1,00:00:28,28242,50.85,9.41E-13,,,,,,
1,00:00:28,28242,50.9,1.13E-12,,,,,,
1,00:00:28,28242,50.95,8.87E-13,,,,,,
1,00:00:28,28242,51,8.33E-13,,,,,,
1,00:00:28,28242,51.05,1.40E-12,,,,,,
1,00:00:28,28242,51.1,9.41E-13,,,,,,
1,00:00:28,28242,51.15,7.53E-13,,,,,,
1,00:00:28,28242,51.2,7.53E-13,,,,,,
1,00:00:28,28242,51.25,1.13E-12,,,,,,
1,00:00:28,28242,51.3,9.14E-13,,,,,,
1,00:00:28,28242,51.35,8.60E-13,,,,,,
1,00:00:28,28242,51.4,8.87E-13,,,,,,
1,00:00:28,28242,51.45,1.32E-12,,,,,,
1,00:00:28,28242,51.5,6.99E-13,,,,,,
1,00:00:28,28242,51.55,8.60E-13,,,,,,
1,00:00:28,28242,51.6,8.87E-13,,,,,,
1,00:00:28,28242,51.65,1.32E-12,,,,,,
1,00:00:28,28242,51.7,9.14E-13,,,,,,
1,00:00:28,28242,51.75,7.53E-13,,,,,,
1,00:00:28,28242,51.8,9.41E-13,,,,,,
1,00:00:28,28242,51.85,9.41E-13,,,,,,
1,00:00:28,28242,51.9,9.94E-13,,,,,,
1,00:00:28,28242,51.95,8.33E-13,,,,,,
1,00:00:28,28242,52,7.26E-13,,,,,,
1,00:00:28,28242,52.05,9.68E-13,,,,,,
1,00:00:28,28242,52.1,1.10E-12,,,,,,
1,00:00:28,28242,52.15,8.06E-13,,,,,,
1,00:00:28,28242,52.2,6.72E-13,,,,,,
1,00:00:28,28242,52.25,1.10E-12,,,,,,
1,00:00:28,28242,52.3,6.72E-13,,,,,,
1,00:00:28,28242,52.35,8.87E-13,,,,,,
1,00:00:28,28242,52.4,9.94E-13,,,,,,
1,00:00:28,28242,52.45,9.68E-13,,,,,,
1,00:00:28,28242,52.5,9.41E-13,,,,,,
1,00:00:28,28242,52.55,1.05E-12,,,,,,
1,00:00:28,28242,52.6,9.68E-13,,,,,,
1,00:00:28,28242,52.65,1.05E-12,,,,,,
1,00:00:28,28242,52.7,1.24E-12,,,,,,
1,00:00:28,28242,52.75,1.21E-12,,,,,,
1,00:00:28,28242,52.8,9.14E-13,,,,,,
1,00:00:28,28242,52.85,7.26E-13,,,,,,
1,00:00:28,28242,52.9,1.16E-12,,,,,,
1,00:00:28,28242,52.95,9.41E-13,,,,,,
1,00:00:28,28242,53,1.02E-12,,,,,,
1,00:00:28,28242,53.05,7.26E-13,,,,,,
1,00:00:28,28242,53.1,1.05E-12,,,,,,
1,00:00:28,28242,53.15,7.53E-13,,,,,,
1,00:00:28,28242,53.2,1.18E-12,,,,,,
1,00:00:28,28242,53.25,6.45E-13,,,,,,
1,00:00:28,28242,53.3,9.14E-13,,,,,,
1,00:00:28,28242,53.35,8.06E-13,,,,,,
1,00:00:28,28242,53.4,7.26E-13,,,,,,
1,00:00:28,28242,53.45,1.08E-12,,,,,,
1,00:00:28,28242,53.5,1.18E-12,,,,,,
1,00:00:28,28242,53.55,7.26E-13,,,,,,
1,00:00:28,28242,53.6,1.16E-12,,,,,,
1,00:00:28,28242,53.65,8.87E-13,,,,,,
1,00:00:28,28242,53.7,7.79E-13,,,,,,
1,00:00:28,28242,53.75,1.02E-12,,,,,,
1,00:00:28,28242,53.8,8.33E-13,,,,,,
1,00:00:28,28242,53.85,8.87E-13,,,,,,
1,00:00:28,28242,53.9,7.53E-13,,,,,,
1,00:00:28,28242,53.95,1.13E-12,,,,,,
1,00:00:28,28242,54,9.94E-13,,,,,,
1,00:00:28,28242,54.05,1.02E-12,,,,,,
1,00:00:28,28242,54.1,1.02E-12,,,,,,
1,00:00:28,28242,54.15,1.02E-12,,,,,,
1,00:00:28,28242,54.2,7.26E-13,,,,,,
1,00:00:28,28242,54.25,1.08E-12,,,,,,
1,00:00:28,28242,54.3,9.41E-13,,,,,,
1,00:00:28,28242,54.35,8.33E-13,,,,,,
1,00:00:28,28242,54.4,8.60E-13,,,,,,
1,00:00:28,28242,54.45,1.05E-12,,,,,,
1,00:00:28,28242,54.5,7.26E-13,,,,,,
1,00:00:28,28242,54.55,1.10E-12,,,,,,
1,00:00:28,28242,54.6,1.05E-12,,,,,,
1,00:00:28,28242,54.65,7.53E-13,,,,,,
1,00:00:28,28242,54.7,8.60E-13,,,,,,
1,00:00:28,28242,54.75,9.41E-13,,,,,,
1,00:00:28,28242,54.8,7.79E-13,,,,,,
1,00:00:28,28242,54.85,9.94E-13,,,,,,
1,00:00:28,28242,54.9,1.10E-12,,,,,,
1,00:00:28,28242,54.95,7.53E-13,,,,,,
1,00:00:28,28242,55,7.53E-13,,,,,,
1,00:00:28,28242,55.05,6.99E-13,,,,,,
1,00:00:28,28242,55.1,7.53E-13,,,,,,
1,00:00:28,28242,55.15,1.05E-12,,,,,,
1,00:00:28,28242,55.2,6.72E-13,,,,,,
1,00:00:28,28242,55.25,8.60E-13,,,,,,
1,00:00:28,28242,55.3,6.99E-13,,,,,,
1,00:00:28,28242,55.35,7.79E-13,,,,,,
1,00:00:28,28242,55.4,7.26E-13,,,,,,
1,00:00:28,28242,55.45,6.72E-13,,,,,,
1,00:00:28,28242,55.5,1.08E-12,,,,,,
1,00:00:28,28242,55.55,7.53E-13,,,,,,
1,00:00:28,28242,55.6,9.41E-13,,,,,,
1,00:00:28,28242,55.65,7.53E-13,,,,,,
1,00:00:28,28242,55.7,7.53E-13,,,,,,
1,00:00:28,28242,55.75,6.72E-13,,,,,,
1,00:00:28,28242,55.8,7.26E-13,,,,,,
1,00:00:28,28242,55.85,8.06E-13,,,,,,
1,00:00:28,28242,55.9,7.26E-13,,,,,,
1,00:00:28,28242,55.95,8.06E-13,,,,,,
1,00:00:28,28242,56,9.14E-13,,,,,,
1,00:00:28,28242,56.05,6.72E-13,,,,,,
1,00:00:28,28242,56.1,6.99E-13,,,,,,
1,00:00:28,28242,56.15,9.41E-13,,,,,,
1,00:00:28,28242,56.2,6.72E-13,,,,,,
1,00:00:28,28242,56.25,8.33E-13,,,,,,
1,00:00:28,28242,56.3,6.99E-13,,,,,,
1,00:00:28,28242,56.35,5.64E-13,,,,,,
1,00:00:28,28242,56.4,6.45E-13,,,,,,
1,00:00:28,28242,56.45,9.41E-13,,,,,,
1,00:00:28,28242,56.5,6.18E-13,,,,,,
1,00:00:28,28242,56.55,5.64E-13,,,,,,
1,00:00:28,28242,56.6,8.33E-13,,,,,,
1,00:00:28,28242,56.65,7.79E-13,,,,,,
1,00:00:28,28242,56.7,2.69E-13,,,,,,
1,00:00:28,28242,56.75,1.13E-12,,,,,,
1,00:00:28,28242,56.8,4.30E-13,,,,,,
1,00:00:28,28242,56.85,8.06E-13,,,,,,
1,00:00:28,28242,56.9,4.57E-13,,,,,,
1,00:00:28,28242,56.95,7.79E-13,,,,,,
1,00:00:28,28242,57,5.38E-13,,,,,,
1,00:00:28,28242,57.05,9.14E-13,,,,,,
1,00:00:28,28242,57.1,5.64E-13,,,,,,
1,00:00:28,28242,57.15,8.33E-13,,,,,,
1,00:00:28,28242,57.2,6.45E-13,,,,,,
1,00:00:28,28242,57.25,9.68E-13,,,,,,
1,00:00:28,28242,57.3,5.11E-13,,,,,,
1,00:00:28,28242,57.35,6.72E-13,,,,,,
1,00:00:28,28242,57.4,9.14E-13,,,,,,
1,00:00:28,28242,57.45,6.45E-13,,,,,,
1,00:00:28,28242,57.5,7.26E-13,,,,,,
1,00:00:28,28242,57.55,8.33E-13,,,,,,
1,00:00:28,28242,57.6,8.60E-13,,,,,,
1,00:00:28,28242,57.65,7.53E-13,,,,,,
1,00:00:28,28242,57.7,8.60E-13,,,,,,
1,00:00:28,28242,57.75,8.60E-13,,,,,,
1,00:00:28,28242,57.8,8.33E-13,,,,,,
1,00:00:28,28242,57.85,8.33E-13,,,,,,
1,00:00:28,28242,57.9,1.16E-12,,,,,,
1,00:00:28,28242,57.95,9.68E-13,,,,,,
1,00:00:28,28242,58,9.68E-13,,,,,,
1,00:00:28,28242,58.05,7.53E-13,,,,,,
1,00:00:28,28242,58.1,1.13E-12,,,,,,
1,00:00:28,28242,58.15,1.05E-12,,,,,,
1,00:00:28,28242,58.2,1.10E-12,,,,,,
1,00:00:28,28242,58.25,9.68E-13,,,,,,
1,00:00:28,28242,58.3,1.02E-12,,,,,,
1,00:00:28,28242,58.35,8.87E-13,,,,,,
1,00:00:28,28242,58.4,7.79E-13,,,,,,
1,00:00:28,28242,58.45,1.05E-12,,,,,,
1,00:00:28,28242,58.5,1.08E-12,,,,,,
1,00:00:28,28242,58.55,8.06E-13,,,,,,
1,00:00:28,28242,58.6,9.94E-13,,,,,,
1,00:00:28,28242,58.65,1.02E-12,,,,,,
1,00:00:28,28242,58.7,7.26E-13,,,,,,
1,00:00:28,28242,58.75,8.87E-13,,,,,,
1,00:00:28,28242,58.8,9.68E-13,,,,,,
1,00:00:28,28242,58.85,9.14E-13,,,,,,
1,00:00:28,28242,58.9,4.57E-13,,,,,,
1,00:00:28,28242,58.95,8.33E-13,,,,,,
1,00:00:28,28242,59,1.08E-12,,,,,,
1,00:00:28,28242,59.05,8.06E-13,,,,,,
1,00:00:28,28242,59.1,1.13E-12,,,,,,
1,00:00:28,28242,59.15,7.53E-13,,,,,,
1,00:00:28,28242,59.2,1.37E-12,,,,,,
1,00:00:28,28242,59.25,8.06E-13,,,,,,
1,00:00:28,28242,59.3,9.41E-13,,,,,,
1,00:00:28,28242,59.35,7.79E-13,,,,,,
1,00:00:28,28242,59.4,9.41E-13,,,,,,
1,00:00:28,28242,59.45,7.26E-13,,,,,,
1,00:00:28,28242,59.5,9.94E-13,,,,,,
1,00:00:28,28242,59.55,9.68E-13,,,,,,
1,00:00:28,28242,59.6,9.14E-13,,,,,,
1,00:00:28,28242,59.65,6.72E-13,,,,,,
1,00:00:28,28242,59.7,1.05E-12,,,,,,
1,00:00:28,28242,59.75,1.02E-12,,,,,,
1,00:00:28,28242,59.8,1.16E-12,,,,,,
1,00:00:28,28242,59.85,7.26E-13,,,,,,
1,00:00:28,28242,59.9,9.94E-13,,,,,,
1,00:00:28,28242,59.95,8.87E-13,,,,,,
1,00:00:28,28242,60,8.87E-13,,,,,,
1,00:00:28,28242,60.05,1.02E-12,,,,,,
1,00:00:28,28242,60.1,1.13E-12,,,,,,
1,00:00:28,28242,60.15,6.45E-13,,,,,,
1,00:00:28,28242,60.2,1.08E-12,,,,,,
1,00:00:28,28242,60.25,1.16E-12,,,,,,
1,00:00:28,28242,60.3,9.14E-13,,,,,,
1,00:00:28,28242,60.35,1.05E-12,,,,,,
1,00:00:28,28242,60.4,7.79E-13,,,,,,
1,00:00:28,28242,60.45,7.79E-13,,,,,,
1,00:00:28,28242,60.5,1.05E-12,,,,,,
1,00:00:28,28242,60.55,9.68E-13,,,,,,
1,00:00:28,28242,60.6,7.26E-13,,,,,,
1,00:00:28,28242,60.65,7.79E-13,,,,,,
1,00:00:28,28242,60.7,7.79E-13,,,,,,
1,00:00:28,28242,60.75,6.18E-13,,,,,,
1,00:00:28,28242,60.8,5.64E-13,,,,,,
1,00:00:28,28242,60.85,8.60E-13,,,,,,
1,00:00:28,28242,60.9,9.41E-13,,,,,,
1,00:00:28,28242,60.95,9.14E-13,,,,,,
1,00:00:28,28242,61,1.10E-12,,,,,,
1,00:00:28,28242,61.05,8.60E-13,,,,,,
1,00:00:28,28242,61.1,9.94E-13,,,,,,
1,00:00:28,28242,61.15,9.68E-13,,,,,,
1,00:00:28,28242,61.2,9.68E-13,,,,,,
1,00:00:28,28242,61.25,9.41E-13,,,,,,
1,00:00:28,28242,61.3,8.87E-13,,,,,,
1,00:00:28,28242,61.35,8.06E-13,,,,,,
1,00:00:28,28242,61.4,1.10E-12,,,,,,
1,00:00:28,28242,61.45,7.53E-13,,,,,,
1,00:00:28,28242,61.5,1.48E-12,,,,,,
1,00:00:28,28242,61.55,6.72E-13,,,,,,
1,00:00:28,28242,61.6,9.41E-13,,,,,,
1,00:00:28,28242,61.65,6.99E-13,,,,,,
1,00:00:28,28242,61.7,8.87E-13,,,,,,
1,00:00:28,28242,61.75,1.02E-12,,,,,,
1,00:00:28,28242,61.8,1.05E-12,,,,,,
1,00:00:28,28242,61.85,9.68E-13,,,,,,
1,00:00:28,28242,61.9,9.68E-13,,,,,,
1,00:00:28,28242,61.95,9.14E-13,,,,,,
1,00:00:28,28242,62,8.60E-13,,,,,,
1,00:00:28,28242,62.05,8.06E-13,,,,,,
1,00:00:28,28242,62.1,1.10E-12,,,,,,
1,00:00:28,28242,62.15,8.87E-13,,,,,,
1,00:00:28,28242,62.2,9.68E-13,,,,,,
1,00:00:28,28242,62.25,9.68E-13,,,,,,
1,00:00:28,28242,62.3,7.53E-13,,,,,,
1,00:00:28,28242,62.35,9.68E-13,,,,,,
1,00:00:28,28242,62.4,8.60E-13,,,,,,
1,00:00:28,28242,62.45,6.72E-13,,,,,,
1,00:00:28,28242,62.5,1.26E-12,,,,,,
1,00:00:28,28242,62.55,8.33E-13,,,,,,
1,00:00:28,28242,62.6,1.18E-12,,,,,,
1,00:00:28,28242,62.65,9.94E-13,,,,,,
1,00:00:28,28242,62.7,7.26E-13,,,,,,
1,00:00:28,28242,62.75,1.32E-12,,,,,,
1,00:00:28,28242,62.8,9.68E-13,,,,,,
1,00:00:28,28242,62.85,9.68E-13,,,,,,
1,00:00:28,28242,62.9,6.99E-13,,,,,,
1,00:00:28,28242,62.95,1.08E-12,,,,,,
1,00:00:28,28242,63,9.14E-13,,,,,,
1,00:00:28,28242,63.05,9.14E-13,,,,,,
1,00:00:28,28242,63.1,9.14E-13,,,,,,
1,00:00:28,28242,63.15,9.68E-13,,,,,,
1,00:00:28,28242,63.2,1.10E-12,,,,,,
1,00:00:28,28242,63.25,8.60E-13,,,,,,
1,00:00:28,28242,63.3,1.05E-12,,,,,,
1,00:00:28,28242,63.35,9.94E-13,,,,,,
1,00:00:28,28242,63.4,1.13E-12,,,,,,
1,00:00:28,28242,63.45,1.02E-12,,,,,,
1,00:00:28,28242,63.5,7.79E-13,,,,,,
1,00:00:28,28242,63.55,8.33E-13,,,,,,
1,00:00:28,28242,63.6,5.38E-13,,,,,,
1,00:00:28,28242,63.65,9.94E-13,,,,,,
1,00:00:28,28242,63.7,1.13E-12,,,,,,
1,00:00:28,28242,63.75,8.06E-13,,,,,,
1,00:00:28,28242,63.8,7.26E-13,,,,,,
1,00:00:28,28242,63.85,1.02E-12,,,,,,
1,00:00:28,28242,63.9,6.18E-13,,,,,,
1,00:00:28,28242,63.95,7.79E-13,,,,,,
1,00:00:28,28242,64,1.21E-12,,,,,,
1,00:00:28,28242,64.05,1.08E-12,,,,,,
1,00:00:28,28242,64.1,9.68E-13,,,,,,
1,00:00:28,28242,64.15,1.10E-12,,,,,,
1,00:00:28,28242,64.2,8.60E-13,,,,,,
1,00:00:28,28242,64.25,7.53E-13,,,,,,
1,00:00:28,28242,64.3,1.16E-12,,,,,,
1,00:00:28,28242,64.35,9.68E-13,,,,,,
1,00:00:28,28242,64.4,8.87E-13,,,,,,
1,00:00:28,28242,64.45,7.53E-13,,,,,,
1,00:00:28,28242,64.5,1.18E-12,,,,,,
1,00:00:28,28242,64.55,6.72E-13,,,,,,
1,00:00:28,28242,64.6,7.79E-13,,,,,,
1,00:00:28,28242,64.65,8.06E-13,,,,,,
1,00:00:28,28242,64.7,9.94E-13,,,,,,
1,00:00:28,28242,64.75,8.87E-13,,,,,,
1,00:00:28,28242,64.8,1.08E-12,,,,,,
1,00:00:28,28242,64.85,1.08E-12,,,,,,
1,00:00:28,28242,64.9,4.84E-13,,,,,,
1,00:00:28,28242,64.95,7.79E-13,,,,,,
1,00:00:28,28242,65,6.45E-13,,,,,,
1,00:00:28,28242,65.05,1.13E-12,,,,,,
1,00:00:28,28242,65.1,1.05E-12,,,,,,
1,00:00:28,28242,65.15,9.41E-13,,,,,,
1,00:00:28,28242,65.2,8.60E-13,,,,,,
1,00:00:28,28242,65.25,9.41E-13,,,,,,
1,00:00:28,28242,65.3,6.18E-13,,,,,,
1,00:00:28,28242,65.35,1.02E-12,,,,,,
1,00:00:28,28242,65.4,1.16E-12,,,,,,
1,00:00:28,28242,65.45,8.87E-13,,,,,,
1,00:00:28,28242,65.5,8.87E-13,,,,,,
1,00:00:28,28242,65.55,7.79E-13,,,,,,
1,00:00:28,28242,65.6,7.26E-13,,,,,,
1,00:00:28,28242,65.65,8.60E-13,,,,,,
1,00:00:28,28242,65.7,8.87E-13,,,,,,
1,00:00:28,28242,65.75,8.87E-13,,,,,,
1,00:00:28,28242,65.8,9.41E-13,,,,,,
1,00:00:28,28242,65.85,8.87E-13,,,,,,
1,00:00:28,28242,65.9,9.14E-13,,,,,,
1,00:00:28,28242,65.95,7.79E-13,,,,,,
1,00:00:28,28242,66,9.94E-13,,,,,,
1,00:00:28,28242,66.05,8.60E-13,,,,,,
1,00:00:28,28242,66.1,1.16E-12,,,,,,
1,00:00:28,28242,66.15,7.79E-13,,,,,,
1,00:00:28,28242,66.2,9.94E-13,,,,,,
1,00:00:28,28242,66.25,9.14E-13,,,,,,
1,00:00:28,28242,66.3,1.37E-12,,,,,,
1,00:00:28,28242,66.35,9.68E-13,,,,,,
1,00:00:28,28242,66.4,1.10E-12,,,,,,
1,00:00:28,28242,66.45,6.99E-13,,,,,,
1,00:00:28,28242,66.5,1.21E-12,,,,,,
1,00:00:28,28242,66.55,1.34E-12,,,,,,
1,00:00:28,28242,66.6,6.72E-13,,,,,,
1,00:00:28,28242,66.65,1.13E-12,,,,,,
1,00:00:28,28242,66.7,1.05E-12,,,,,,
1,00:00:28,28242,66.75,9.41E-13,,,,,,
1,00:00:28,28242,66.8,9.41E-13,,,,,,
1,00:00:28,28242,66.85,1.10E-12,,,,,,
1,00:00:28,28242,66.9,1.05E-12,,,,,,
1,00:00:28,28242,66.95,1.08E-12,,,,,,
1,00:00:28,28242,67,8.87E-13,,,,,,
1,00:00:28,28242,67.05,7.53E-13,,,,,,
1,00:00:28,28242,67.1,1.24E-12,,,,,,
1,00:00:28,28242,67.15,1.05E-12,,,,,,
1,00:00:28,28242,67.2,1.13E-12,,,,,,
1,00:00:28,28242,67.25,1.18E-12,,,,,,
1,00:00:28,28242,67.3,8.60E-13,,,,,,
1,00:00:28,28242,67.35,8.60E-13,,,,,,
1,00:00:28,28242,67.4,1.18E-12,,,,,,
1,00:00:28,28242,67.45,8.06E-13,,,,,,
1,00:00:28,28242,67.5,9.94E-13,,,,,,
1,00:00:28,28242,67.55,5.91E-13,,,,,,
1,00:00:28,28242,67.6,1.32E-12,,,,,,
1,00:00:28,28242,67.65,1.05E-12,,,,,,
1,00:00:28,28242,67.7,9.94E-13,,,,,,
1,00:00:28,28242,67.75,8.06E-13,,,,,,
1,00:00:28,28242,67.8,1.26E-12,,,,,,
1,00:00:28,28242,67.85,1.05E-12,,,,,,
1,00:00:28,28242,67.9,9.14E-13,,,,,,
1,00:00:28,28242,67.95,1.16E-12,,,,,,
1,00:00:28,28242,68,1.16E-12,,,,,,
1,00:00:28,28242,68.05,1.02E-12,,,,,,
1,00:00:28,28242,68.1,1.16E-12,,,,,,
1,00:00:28,28242,68.15,8.87E-13,,,,,,
1,00:00:28,28242,68.2,8.87E-13,,,,,,
1,00:00:28,28242,68.25,6.18E-13,,,,,,
1,00:00:28,28242,68.3,1.32E-12,,,,,,
1,00:00:28,28242,68.35,1.16E-12,,,,,,
1,00:00:28,28242,68.4,6.99E-13,,,,,,
1,00:00:28,28242,68.45,9.41E-13,,,,,,
1,00:00:28,28242,68.5,6.72E-13,,,,,,
1,00:00:28,28242,68.55,9.94E-13,,,,,,
1,00:00:28,28242,68.6,7.53E-13,,,,,,
