,scans,0,DataLength,,,,,,,
header,20,lines,,,,,,,,
Date,15/05/2018,Time,10:54:05,,,,,,,
ID,HAL RC RGA 101 #15508,Version,3,,,,,,,
Scans,1,,,,,,,,,
Scan ID,Mode,Input,Scanned,Start,Stop,Increment,Dwell,Settle,RS,RelSEM
Scan 1,RGA,SEM,mass,0.4,100,0.05,100.00%,100.00%,1,1
Environment,,,,,,,,,,
Global,RGA,,,,,,,,,
F1,1,"( 1 = on, 0 = off )",,,,,,,,
F2,0,"( 1 = on, 0 = off )",,,,,,,,
cage,3,V,,,,,,,,
delta-m,0,%,,,,,,,,
electron-energy,70,V,,,,,,,,
emission,1000,uA,,,,,,,,
focus,-90,V,,,,,,,,
mass,5.5,amu,,,,,,,,
mode-change-delay,1000,ms,,,,,,,,
multiplier,800,V,,,,,,,,
resolution,0,%,,,,,,,,
Data,1,,,,,,,,,
Cycle,Time,ms,mass amu,SEM Ie(Amps),,,,,,
1,00:00:28,28602,46.15,2.26E-10,,,,,,
1,00:00:28,28602,46.2,2.09E-10,,,,,,
1,00:00:28,28602,46.25,1.82E-10,,,,,,
1,00:00:28,28602,46.3,1.53E-10,,,,,,
1,00:00:28,28602,46.35,1.06E-10,,,,,,
1,00:00:28,28602,46.4,4.95E-11,,,,,,
1,00:00:28,28602,46.45,1.42E-11,,,,,,
1,00:00:28,28602,46.5,6.29E-12,,,,,,
1,00:00:28,28602,46.55,7.66E-12,,,,,,
1,00:00:28,28602,46.6,9.22E-12,,,,,,
1,00:00:28,28602,46.65,1.11E-11,,,,,,
1,00:00:28,28602,46.7,1.16E-11,,,,,,
1,00:00:28,28602,46.75,1.31E-11,,,,,,
1,00:00:28,28602,46.8,1.32E-11,,,,,,
1,00:00:28,28602,46.85,1.33E-11,,,,,,
1,00:00:28,28602,46.9,1.35E-11,,,,,,
1,00:00:28,28602,46.95,1.28E-11,,,,,,
1,00:00:28,28602,47,1.28E-11,,,,,,
1,00:00:28,28602,47.05,1.17E-11,,,,,,
1,00:00:28,28602,47.1,1.22E-11,,,,,,
1,00:00:28,28602,47.15,1.18E-11,,,,,,
1,00:00:28,28602,47.2,1.10E-11,,,,,,
1,00:00:28,28602,47.25,9.14E-12,,,,,,
1,00:00:28,28602,47.3,7.87E-12,,,,,,
1,00:00:28,28602,47.35,6.24E-12,,,,,,
1,00:00:28,28602,47.4,4.68E-12,,,,,,
1,00:00:28,28602,47.45,7.23E-12,,,,,,
1,00:00:28,28602,47.5,9.11E-12,,,,,,
1,00:00:28,28602,47.55,1.09E-11,,,,,,
1,00:00:28,28602,47.6,1.34E-11,,,,,,
1,00:00:28,28602,47.65,1.41E-11,,,,,,
1,00:00:28,28602,47.7,1.51E-11,,,,,,
1,00:00:28,28602,47.75,1.50E-11,,,,,,
1,00:00:28,28602,47.8,1.69E-11,,,,,,
1,00:00:28,28602,47.85,1.55E-11,,,,,,
1,00:00:28,28602,47.9,1.62E-11,,,,,,
1,00:00:28,28602,47.95,1.53E-11,,,,,,
1,00:00:28,28602,48,1.45E-11,,,,,,
1,00:00:28,28602,48.05,1.51E-11,,,,,,
1,00:00:28,28602,48.1,1.48E-11,,,,,,
1,00:00:28,28602,48.15,1.28E-11,,,,,,
1,00:00:28,28602,48.2,1.24E-11,,,,,,
1,00:00:28,28602,48.25,9.89E-12,,,,,,
1,00:00:28,28602,48.3,7.82E-12,,,,,,
1,00:00:28,28602,48.35,4.25E-12,,,,,,
1,00:00:28,28602,48.4,1.88E-12,,,,,,
1,00:00:28,28602,48.45,7.53E-13,,,,,,
1,00:00:28,28602,48.5,1.59E-12,,,,,,
1,00:00:28,28602,48.55,2.12E-12,,,,,,
1,00:00:28,28602,48.6,2.20E-12,,,,,,
1,00:00:28,28602,48.65,2.58E-12,,,,,,
1,00:00:28,28602,48.7,2.58E-12,,,,,,
1,00:00:28,28602,48.75,2.80E-12,,,,,,
1,00:00:28,28602,48.8,2.85E-12,,,,,,
1,00:00:28,28602,48.85,3.12E-12,,,,,,
1,00:00:28,28602,48.9,2.74E-12,,,,,,
1,00:00:28,28602,48.95,2.93E-12,,,,,,
1,00:00:28,28602,49,2.58E-12,,,,,,
1,00:00:28,28602,49.05,3.44E-12,,,,,,
1,00:00:28,28602,49.1,2.77E-12,,,,,,
1,00:00:28,28602,49.15,2.58E-12,,,,,,
1,00:00:28,28602,49.2,2.77E-12,,,,,,
1,00:00:28,28602,49.25,2.15E-12,,,,,,
1,00:00:28,28602,49.3,2.23E-12,,,,,,
1,00:00:28,28602,49.35,1.59E-12,,,,,,
1,00:00:28,28602,49.4,1.42E-12,,,,,,
1,00:00:28,28602,49.45,3.74E-12,,,,,,
1,00:00:28,28602,49.5,6.07E-12,,,,,,
1,00:00:28,28602,49.55,8.36E-12,,,,,,
1,00:00:28,28602,49.6,9.84E-12,,,,,,
1,00:00:28,28602,49.65,1.14E-11,,,,,,
1,00:00:28,28602,49.7,1.16E-11,,,,,,
1,00:00:28,28602,49.75,1.27E-11,,,,,,
1,00:00:28,28602,49.8,1.37E-11,,,,,,
1,00:00:28,28602,49.85,1.24E-11,,,,,,
1,00:00:28,28602,49.9,1.35E-11,,,,,,
1,00:00:28,28602,49.95,1.41E-11,,,,,,
1,00:00:28,28602,50,1.26E-11,,,,,,
1,00:00:28,28602,50.05,1.17E-11,,,,,,
1,00:00:28,28602,50.1,1.27E-11,,,,,,
1,00:00:28,28602,50.15,1.15E-11,,,,,,
1,00:00:28,28602,50.2,1.10E-11,,,,,,
1,00:00:28,28602,50.25,9.65E-12,,,,,,
1,00:00:28,28602,50.3,7.90E-12,,,,,,
1,00:00:28,28602,50.35,6.32E-12,,,,,,
1,00:00:28,28602,50.4,3.36E-12,,,,,,
1,00:00:28,28602,50.45,4.43E-12,,,,,,
1,00:00:28,28602,50.5,6.69E-12,,,,,,
1,00:00:28,28602,50.55,8.95E-12,,,,,,
1,00:00:28,28602,50.6,1.03E-11,,,,,,
1,00:00:28,28602,50.65,1.16E-11,,,,,,
1,00:00:28,28602,50.7,1.32E-11,,,,,,
1,00:00:28,28602,50.75,1.34E-11,,,,,,
1,00:00:28,28602,50.8,1.45E-11,,,,,,
1,00:00:28,28602,50.85,1.44E-11,,,,,,
1,00:00:28,28602,50.9,1.46E-11,,,,,,
1,00:00:28,28602,50.95,1.40E-11,,,,,,
1,00:00:28,28602,51,1.46E-11,,,,,,
1,00:00:28,28602,51.05,1.32E-11,,,,,,
1,00:00:28,28602,51.1,1.30E-11,,,,,,
1,00:00:28,28602,51.15,1.37E-11,,,,,,
1,00:00:28,28602,51.2,1.19E-11,,,,,,
1,00:00:28,28602,51.25,1.14E-11,,,,,,
1,00:00:28,28602,51.3,8.90E-12,,,,,,
1,00:00:28,28602,51.35,7.44E-12,,,,,,
1,00:00:28,28602,51.4,4.57E-12,,,,,,
1,00:00:28,28602,51.45,3.66E-12,,,,,,
1,00:00:28,28602,51.5,3.92E-12,,,,,,
1,00:00:28,28602,51.55,5.40E-12,,,,,,
1,00:00:28,28602,51.6,6.10E-12,,,,,,
1,00:00:28,28602,51.65,7.23E-12,,,,,,
1,00:00:28,28602,51.7,8.01E-12,,,,,,
1,00:00:28,28602,51.75,8.68E-12,,,,,,
1,00:00:28,28602,51.8,8.36E-12,,,,,,
1,00:00:28,28602,51.85,8.60E-12,,,,,,
1,00:00:28,28602,51.9,8.82E-12,,,,,,
1,00:00:28,28602,51.95,8.60E-12,,,,,,
1,00:00:28,28602,52,8.22E-12,,,,,,
1,00:00:28,28602,52.05,8.20E-12,,,,,,
1,00:00:28,28602,52.1,8.73E-12,,,,,,
1,00:00:28,28602,52.15,7.71E-12,,,,,,
1,00:00:28,28602,52.2,7.90E-12,,,,,,
1,00:00:28,28602,52.25,6.80E-12,,,,,,
1,00:00:28,28602,52.3,6.29E-12,,,,,,
1,00:00:28,28602,52.35,4.60E-12,,,,,,
1,00:00:28,28602,52.4,3.63E-12,,,,,,
1,00:00:28,28602,52.45,5.70E-12,,,,,,
1,00:00:28,28602,52.5,9.76E-12,,,,,,
1,00:00:28,28602,52.55,1.30E-11,,,,,,
1,00:00:28,28602,52.6,1.53E-11,,,,,,
1,00:00:28,28602,52.65,1.71E-11,,,,,,
1,00:00:28,28602,52.7,1.84E-11,,,,,,
1,00:00:28,28602,52.75,1.99E-11,,,,,,
1,00:00:28,28602,52.8,2.05E-11,,,,,,
1,00:00:28,28602,52.85,2.05E-11,,,,,,
1,00:00:28,28602,52.9,1.99E-11,,,,,,
1,00:00:28,28602,52.95,1.97E-11,,,,,,
1,00:00:28,28602,53,2.00E-11,,,,,,
1,00:00:28,28602,53.05,1.96E-11,,,,,,
1,00:00:28,28602,53.1,1.93E-11,,,,,,
1,00:00:28,28602,53.15,1.79E-11,,,,,,
1,00:00:28,28602,53.2,1.73E-11,,,,,,
1,00:00:28,28602,53.25,1.62E-11,,,,,,
1,00:00:28,28602,53.3,1.33E-11,,,,,,
1,00:00:28,28602,53.35,1.10E-11,,,,,,
1,00:00:28,28602,53.4,7.39E-12,,,,,,
1,00:00:28,28602,53.45,6.05E-12,,,,,,
1,00:00:28,28602,53.5,8.57E-12,,,,,,
1,00:00:28,28602,53.55,9.89E-12,,,,,,
1,00:00:28,28602,53.6,1.25E-11,,,,,,
1,00:00:28,28602,53.65,1.39E-11,,,,,,
1,00:00:28,28602,53.7,1.47E-11,,,,,,
1,00:00:28,28602,53.75,1.65E-11,,,,,,
1,00:00:28,28602,53.8,1.61E-11,,,,,,
1,00:00:28,28602,53.85,1.65E-11,,,,,,
1,00:00:28,28602,53.9,1.69E-11,,,,,,
1,00:00:28,28602,53.95,1.66E-11,,,,,,
1,00:00:28,28602,54,1.49E-11,,,,,,
1,00:00:28,28602,54.05,1.62E-11,,,,,,
1,00:00:28,28602,54.1,1.57E-11,,,,,,
1,00:00:28,28602,54.15,1.47E-11,,,,,,
1,00:00:28,28602,54.2,1.39E-11,,,,,,
1,00:00:28,28602,54.25,1.32E-11,,,,,,
1,00:00:28,28602,54.3,1.15E-11,,,,,,
1,00:00:28,28602,54.35,1.15E-11,,,,,,
1,00:00:28,28602,54.4,1.06E-11,,,,,,
1,00:00:28,28602,54.45,2.42E-11,,,,,,
1,00:00:28,28602,54.5,4.31E-11,,,,,,
1,00:00:28,28602,54.55,5.81E-11,,,,,,
1,00:00:28,28602,54.6,6.81E-11,,,,,,
1,00:00:28,28602,54.65,7.57E-11,,,,,,
1,00:00:28,28602,54.7,8.13E-11,,,,,,
1,00:00:28,28602,54.75,8.67E-11,,,,,,
1,00:00:28,28602,54.8,9.03E-11,,,,,,
1,00:00:28,28602,54.85,8.85E-11,,,,,,
1,00:00:28,28602,54.9,9.25E-11,,,,,,
1,00:00:28,28602,54.95,9.04E-11,,,,,,
1,00:00:28,28602,55,8.94E-11,,,,,,
1,00:00:28,28602,55.05,8.61E-11,,,,,,
1,00:00:28,28602,55.1,8.33E-11,,,,,,
1,00:00:28,28602,55.15,8.21E-11,,,,,,
1,00:00:28,28602,55.2,7.80E-11,,,,,,
1,00:00:28,28602,55.25,7.16E-11,,,,,,
1,00:00:28,28602,55.3,6.15E-11,,,,,,
1,00:00:28,28602,55.35,4.97E-11,,,,,,
1,00:00:28,28602,55.4,3.60E-11,,,,,,
1,00:00:28,28602,55.45,3.13E-11,,,,,,
1,00:00:28,28602,55.5,3.53E-11,,,,,,
1,00:00:28,28602,55.55,4.50E-11,,,,,,
1,00:00:28,28602,55.6,5.26E-11,,,,,,
1,00:00:28,28602,55.65,6.06E-11,,,,,,
1,00:00:28,28602,55.7,6.44E-11,,,,,,
1,00:00:28,28602,55.75,6.86E-11,,,,,,
1,00:00:28,28602,55.8,7.28E-11,,,,,,
1,00:00:28,28602,55.85,7.22E-11,,,,,,
1,00:00:28,28602,55.9,7.25E-11,,,,,,
1,00:00:28,28602,55.95,7.16E-11,,,,,,
1,00:00:28,28602,56,7.09E-11,,,,,,
1,00:00:28,28602,56.05,6.70E-11,,,,,,
1,00:00:28,28602,56.1,6.57E-11,,,,,,
1,00:00:28,28602,56.15,6.48E-11,,,,,,
1,00:00:28,28602,56.2,6.33E-11,,,,,,
1,00:00:28,28602,56.25,5.72E-11,,,,,,
1,00:00:28,28602,56.3,5.06E-11,,,,,,
1,00:00:28,28602,56.35,4.33E-11,,,,,,
1,00:00:28,28602,56.4,3.27E-11,,,,,,
1,00:00:28,28602,56.45,3.43E-11,,,,,,
1,00:00:28,28602,56.5,4.39E-11,,,,,,
1,00:00:28,28602,56.55,5.21E-11,,,,,,
1,00:00:28,28602,56.6,6.18E-11,,,,,,
1,00:00:28,28602,56.65,6.93E-11,,,,,,
1,00:00:28,28602,56.7,7.46E-11,,,,,,
1,00:00:28,28602,56.75,7.74E-11,,,,,,
1,00:00:28,28602,56.8,8.20E-11,,,,,,
1,00:00:28,28602,56.85,8.31E-11,,,,,,
1,00:00:28,28602,56.9,8.46E-11,,,,,,
1,00:00:28,28602,56.95,8.54E-11,,,,,,
1,00:00:28,28602,57,8.33E-11,,,,,,
1,00:00:28,28602,57.05,7.79E-11,,,,,,
1,00:00:28,28602,57.1,7.80E-11,,,,,,
1,00:00:28,28602,57.15,7.54E-11,,,,,,
1,00:00:28,28602,57.2,7.28E-11,,,,,,
1,00:00:28,28602,57.25,6.66E-11,,,,,,
1,00:00:28,28602,57.3,6.08E-11,,,,,,
1,00:00:28,28602,57.35,5.13E-11,,,,,,
1,00:00:28,28602,57.4,4.13E-11,,,,,,
1,00:00:28,28602,57.45,3.26E-11,,,,,,
1,00:00:28,28602,57.5,2.85E-11,,,,,,
1,00:00:28,28602,57.55,2.58E-11,,,,,,
1,00:00:28,28602,57.6,2.84E-11,,,,,,
1,00:00:28,28602,57.65,3.21E-11,,,,,,
1,00:00:28,28602,57.7,3.42E-11,,,,,,
1,00:00:28,28602,57.75,3.53E-11,,,,,,
1,00:00:28,28602,57.8,3.65E-11,,,,,,
1,00:00:28,28602,57.85,3.62E-11,,,,,,
1,00:00:28,28602,57.9,3.60E-11,,,,,,
1,00:00:28,28602,57.95,3.61E-11,,,,,,
1,00:00:28,28602,58,3.54E-11,,,,,,
1,00:00:28,28602,58.05,3.34E-11,,,,,,
1,00:00:28,28602,58.1,3.36E-11,,,,,,
1,00:00:28,28602,58.15,3.21E-11,,,,,,
1,00:00:28,28602,58.2,3.10E-11,,,,,,
1,00:00:28,28602,58.25,2.72E-11,,,,,,
1,00:00:28,28602,58.3,2.47E-11,,,,,,
1,00:00:28,28602,58.35,2.06E-11,,,,,,
1,00:00:28,28602,58.4,1.41E-11,,,,,,
1,00:00:28,28602,58.45,1.16E-11,,,,,,
1,00:00:28,28602,58.5,8.71E-12,,,,,,
1,00:00:28,28602,58.55,8.98E-12,,,,,,
1,00:00:28,28602,58.6,1.08E-11,,,,,,
1,00:00:28,28602,58.65,1.16E-11,,,,,,
1,00:00:28,28602,58.7,1.21E-11,,,,,,
1,00:00:28,28602,58.75,1.28E-11,,,,,,
1,00:00:28,28602,58.8,1.37E-11,,,,,,
1,00:00:28,28602,58.85,1.37E-11,,,,,,
1,00:00:28,28602,58.9,1.34E-11,,,,,,
1,00:00:28,28602,58.95,1.38E-11,,,,,,
1,00:00:28,28602,59,1.40E-11,,,,,,
1,00:00:28,28602,59.05,1.28E-11,,,,,,
1,00:00:28,28602,59.1,1.35E-11,,,,,,
1,00:00:28,28602,59.15,1.21E-11,,,,,,
1,00:00:28,28602,59.2,1.30E-11,,,,,,
1,00:00:28,28602,59.25,1.17E-11,,,,,,
1,00:00:28,28602,59.3,1.21E-11,,,,,,
1,00:00:28,28602,59.35,1.32E-11,,,,,,
1,00:00:28,28602,59.4,3.99E-11,,,,,,
1,00:00:28,28602,59.45,6.96E-11,,,,,,
1,00:00:28,28602,59.5,8.97E-11,,,,,,
1,00:00:28,28602,59.55,1.07E-10,,,,,,
1,00:00:28,28602,59.6,1.20E-10,,,,,,
1,00:00:28,28602,59.65,1.30E-10,,,,,,
1,00:00:28,28602,59.7,1.38E-10,,,,,,
1,00:00:28,28602,59.75,1.44E-10,,,,,,
1,00:00:28,28602,59.8,1.42E-10,,,,,,
1,00:00:28,28602,59.85,1.44E-10,,,,,,
1,00:00:28,28602,59.9,1.42E-10,,,,,,
1,00:00:28,28602,59.95,1.41E-10,,,,,,
1,00:00:28,28602,60,1.35E-10,,,,,,
1,00:00:28,28602,60.05,1.33E-10,,,,,,
1,00:00:28,28602,60.1,1.31E-10,,,,,,
1,00:00:28,28602,60.15,1.23E-10,,,,,,
1,00:00:28,28602,60.2,1.18E-10,,,,,,
1,00:00:28,28602,60.25,1.07E-10,,,,,,
1,00:00:28,28602,60.3,9.16E-11,,,,,,
1,00:00:28,28602,60.35,7.12E-11,,,,,,
1,00:00:28,28602,60.4,4.64E-11,,,,,,
1,00:00:28,28602,60.45,2.44E-11,,,,,,
1,00:00:28,28602,60.5,8.68E-12,,,,,,
1,00:00:28,28602,60.55,6.21E-12,,,,,,
1,00:00:28,28602,60.6,7.28E-12,,,,,,
1,00:00:28,28602,60.65,7.71E-12,,,,,,
1,00:00:28,28602,60.7,8.30E-12,,,,,,
1,00:00:28,28602,60.75,8.25E-12,,,,,,
1,00:00:28,28602,60.8,8.49E-12,,,,,,
1,00:00:28,28602,60.85,8.57E-12,,,,,,
1,00:00:28,28602,60.9,8.52E-12,,,,,,
1,00:00:28,28602,60.95,8.01E-12,,,,,,
1,00:00:28,28602,61,8.30E-12,,,,,,
1,00:00:28,28602,61.05,7.55E-12,,,,,,
1,00:00:28,28602,61.1,7.63E-12,,,,,,
1,00:00:28,28602,61.15,7.18E-12,,,,,,
1,00:00:28,28602,61.2,7.36E-12,,,,,,
1,00:00:28,28602,61.25,6.37E-12,,,,,,
1,00:00:28,28602,61.3,5.91E-12,,,,,,
1,00:00:28,28602,61.35,4.41E-12,,,,,,
1,00:00:28,28602,61.4,3.87E-12,,,,,,
1,00:00:28,28602,61.45,3.25E-12,,,,,,
1,00:00:28,28602,61.5,2.63E-12,,,,,,
1,00:00:28,28602,61.55,2.90E-12,,,,,,
1,00:00:28,28602,61.6,3.31E-12,,,,,,
1,00:00:28,28602,61.65,3.71E-12,,,,,,
1,00:00:28,28602,61.7,3.71E-12,,,,,,
1,00:00:28,28602,61.75,3.76E-12,,,,,,
1,00:00:28,28602,61.8,3.87E-12,,,,,,
1,00:00:28,28602,61.85,4.19E-12,,,,,,
1,00:00:28,28602,61.9,3.92E-12,,,,,,
1,00:00:28,28602,61.95,3.68E-12,,,,,,
1,00:00:28,28602,62,3.92E-12,,,,,,
1,00:00:28,28602,62.05,3.87E-12,,,,,,
1,00:00:28,28602,62.1,3.66E-12,,,,,,
1,00:00:28,28602,62.15,3.28E-12,,,,,,
1,00:00:28,28602,62.2,2.85E-12,,,,,,
1,00:00:28,28602,62.25,3.33E-12,,,,,,
1,00:00:28,28602,62.3,2.61E-12,,,,,,
1,00:00:28,28602,62.35,2.15E-12,,,,,,
1,00:00:28,28602,62.4,2.12E-12,,,,,,
1,00:00:28,28602,62.45,2.47E-12,,,,,,
1,00:00:28,28602,62.5,2.66E-12,,,,,,
1,00:00:28,28602,62.55,2.96E-12,,,,,,
1,00:00:28,28602,62.6,3.06E-12,,,,,,
1,00:00:28,28602,62.65,3.66E-12,,,,,,
1,00:00:28,28602,62.7,3.57E-12,,,,,,
1,00:00:28,28602,62.75,3.98E-12,,,,,,
1,00:00:28,28602,62.8,3.92E-12,,,,,,
1,00:00:28,28602,62.85,3.90E-12,,,,,,
1,00:00:28,28602,62.9,3.82E-12,,,,,,
1,00:00:28,28602,62.95,3.82E-12,,,,,,
1,00:00:28,28602,63,3.95E-12,,,,,,
1,00:00:28,28602,63.05,3.90E-12,,,,,,
1,00:00:28,28602,63.1,3.82E-12,,,,,,
1,00:00:28,28602,63.15,3.60E-12,,,,,,
1,00:00:28,28602,63.2,4.03E-12,,,,,,
1,00:00:28,28602,63.25,3.68E-12,,,,,,
1,00:00:28,28602,63.3,7.82E-12,,,,,,
1,00:00:28,28602,63.35,1.35E-11,,,,,,
1,00:00:28,28602,63.4,1.88E-11,,,,,,
1,00:00:28,28602,63.45,2.28E-11,,,,,,
1,00:00:28,28602,63.5,2.67E-11,,,,,,
1,00:00:28,28602,63.55,2.92E-11,,,,,,
1,00:00:28,28602,63.6,3.07E-11,,,,,,
1,00:00:28,28602,63.65,3.16E-11,,,,,,
1,00:00:28,28602,63.7,3.34E-11,,,,,,
1,00:00:28,28602,63.75,3.39E-11,,,,,,
1,00:00:28,28602,63.8,3.45E-11,,,,,,
1,00:00:28,28602,63.85,3.50E-11,,,,,,
1,00:00:28,28602,63.9,3.25E-11,,,,,,
1,00:00:28,28602,63.95,3.23E-11,,,,,,
1,00:00:28,28602,64,3.10E-11,,,,,,
1,00:00:28,28602,64.05,3.07E-11,,,,,,
1,00:00:28,28602,64.1,2.91E-11,,,,,,
1,00:00:28,28602,64.15,2.75E-11,,,,,,
1,00:00:28,28602,64.2,2.42E-11,,,,,,
1,00:00:28,28602,64.25,2.14E-11,,,,,,
1,00:00:28,28602,64.3,1.53E-11,,,,,,
1,00:00:28,28602,64.35,1.00E-11,,,,,,
1,00:00:28,28602,64.4,6.91E-12,,,,,,
1,00:00:28,28602,64.45,4.81E-12,,,,,,
1,00:00:28,28602,64.5,5.11E-12,,,,,,
1,00:00:28,28602,64.55,5.94E-12,,,,,,
1,00:00:28,28602,64.6,5.72E-12,,,,,,
1,00:00:28,28602,64.65,6.69E-12,,,,,,
1,00:00:28,28602,64.7,7.34E-12,,,,,,
1,00:00:28,28602,64.75,7.20E-12,,,,,,
1,00:00:28,28602,64.8,7.61E-12,,,,,,
1,00:00:28,28602,64.85,7.87E-12,,,,,,
1,00:00:28,28602,64.9,7.53E-12,,,,,,
1,00:00:28,28602,64.95,7.85E-12,,,,,,
1,00:00:28,28602,65,7.44E-12,,,,,,
1,00:00:28,28602,65.05,7.15E-12,,,,,,
1,00:00:28,28602,65.1,6.34E-12,,,,,,
1,00:00:28,28602,65.15,7.26E-12,,,,,,
1,00:00:28,28602,65.2,6.34E-12,,,,,,
1,00:00:28,28602,65.25,5.99E-12,,,,,,
1,00:00:28,28602,65.3,5.91E-12,,,,,,
1,00:00:28,28602,65.35,5.75E-12,,,,,,
1,00:00:28,28602,65.4,5.11E-12,,,,,,
1,00:00:28,28602,65.45,5.38E-12,,,,,,
1,00:00:28,28602,65.5,5.29E-12,,,,,,
1,00:00:28,28602,65.55,5.03E-12,,,,,,
1,00:00:28,28602,65.6,5.94E-12,,,,,,
1,00:00:28,28602,65.65,6.64E-12,,,,,,
1,00:00:28,28602,65.7,6.58E-12,,,,,,
1,00:00:28,28602,65.75,6.75E-12,,,,,,
1,00:00:28,28602,65.8,7.31E-12,,,,,,
1,00:00:28,28602,65.85,6.83E-12,,,,,,
1,00:00:28,28602,65.9,7.44E-12,,,,,,
1,00:00:28,28602,65.95,6.88E-12,,,,,,
1,00:00:28,28602,66,6.15E-12,,,,,,
1,00:00:28,28602,66.05,6.67E-12,,,,,,
1,00:00:28,28602,66.1,6.88E-12,,,,,,
1,00:00:28,28602,66.15,6.10E-12,,,,,,
1,00:00:28,28602,66.2,5.67E-12,,,,,,
1,00:00:28,28602,66.25,5.13E-12,,,,,,
1,00:00:28,28602,66.3,5.13E-12,,,,,,
1,00:00:28,28602,66.35,4.43E-12,,,,,,
1,00:00:28,28602,66.4,6.75E-12,,,,,,
1,00:00:28,28602,66.45,9.35E-12,,,,,,
1,00:00:28,28602,66.5,1.06E-11,,,,,,
1,00:00:28,28602,66.55,1.32E-11,,,,,,
1,00:00:28,28602,66.6,1.39E-11,,,,,,
1,00:00:28,28602,66.65,1.53E-11,,,,,,
1,00:00:28,28602,66.7,1.62E-11,,,,,,
1,00:00:28,28602,66.75,1.67E-11,,,,,,
1,00:00:28,28602,66.8,1.72E-11,,,,,,
1,00:00:28,28602,66.85,1.63E-11,,,,,,
1,00:00:28,28602,66.9,1.77E-11,,,,,,
1,00:00:28,28602,66.95,1.73E-11,,,,,,
1,00:00:28,28602,67,1.77E-11,,,,,,
1,00:00:28,28602,67.05,1.66E-11,,,,,,
1,00:00:28,28602,67.1,1.62E-11,,,,,,
1,00:00:28,28602,67.15,1.69E-11,,,,,,
1,00:00:28,28602,67.2,1.46E-11,,,,,,
1,00:00:28,28602,67.25,1.40E-11,,,,,,
1,00:00:28,28602,67.3,1.36E-11,,,,,,
1,00:00:28,28602,67.35,1.17E-11,,,,,,
1,00:00:28,28602,67.4,1.05E-11,,,,,,
1,00:00:28,28602,67.45,9.76E-12,,,,,,
1,00:00:28,28602,67.5,9.30E-12,,,,,,
1,00:00:28,28602,67.55,9.19E-12,,,,,,
1,00:00:28,28602,67.6,9.16E-12,,,,,,
1,00:00:28,28602,67.65,1.05E-11,,,,,,
1,00:00:28,28602,67.7,1.06E-11,,,,,,
1,00:00:28,28602,67.75,1.06E-11,,,,,,
1,00:00:28,28602,67.8,1.19E-11,,,,,,
1,00:00:28,28602,67.85,1.15E-11,,,,,,
1,00:00:28,28602,67.9,1.11E-11,,,,,,
1,00:00:28,28602,67.95,1.12E-11,,,,,,
1,00:00:28,28602,68,1.09E-11,,,,,,
1,00:00:28,28602,68.05,1.02E-11,,,,,,
1,00:00:28,28602,68.1,1.00E-11,,,,,,
1,00:00:28,28602,68.15,1.08E-11,,,,,,
1,00:00:28,28602,68.2,1.01E-11,,,,,,
1,00:00:28,28602,68.25,9.19E-12,,,,,,
1,00:00:28,28602,68.3,8.90E-12,,,,,,
1,00:00:28,28602,68.35,9.46E-12,,,,,,
1,00:00:28,28602,68.4,1.37E-11,,,,,,
1,00:00:28,28602,68.45,1.88E-11,,,,,,
1,00:00:28,28602,68.5,2.07E-11,,,,,,
1,00:00:28,28602,68.55,2.34E-11,,,,,,
1,00:00:28,28602,68.6,2.59E-11,,,,,,
1,00:00:28,28602,68.65,2.70E-11,,,,,,
1,00:00:28,28602,68.7,3.03E-11,,,,,,
1,00:00:28,28602,68.75,3.05E-11,,,,,,
1,00:00:28,28602,68.8,3.20E-11,,,,,,
1,00:00:28,28602,68.85,3.19E-11,,,,,,
1,00:00:28,28602,68.9,3.22E-11,,,,,,
1,00:00:28,28602,68.95,3.14E-11,,,,,,
1,00:00:28,28602,69,3.07E-11,,,,,,
1,00:00:28,28602,69.05,2.95E-11,,,,,,
1,00:00:28,28602,69.1,2.90E-11,,,,,,
1,00:00:28,28602,69.15,2.86E-11,,,,,,
1,00:00:28,28602,69.2,2.74E-11,,,,,,
1,00:00:28,28602,69.25,2.48E-11,,,,,,
1,00:00:28,28602,69.3,2.34E-11,,,,,,
1,00:00:28,28602,69.35,2.07E-11,,,,,,
1,00:00:28,28602,69.4,2.13E-11,,,,,,
1,00:00:28,28602,69.45,2.24E-11,,,,,,
1,00:00:28,28602,69.5,2.23E-11,,,,,,
1,00:00:28,28602,69.55,2.26E-11,,,,,,
1,00:00:28,28602,69.6,2.46E-11,,,,,,
1,00:00:28,28602,69.65,2.58E-11,,,,,,
1,00:00:28,28602,69.7,2.78E-11,,,,,,
1,00:00:28,28602,69.75,2.86E-11,,,,,,
1,00:00:28,28602,69.8,2.90E-11,,,,,,
1,00:00:28,28602,69.85,2.92E-11,,,,,,
1,00:00:28,28602,69.9,3.12E-11,,,,,,
1,00:00:28,28602,69.95,3.11E-11,,,,,,
1,00:00:28,28602,70,3.01E-11,,,,,,
1,00:00:28,28602,70.05,2.78E-11,,,,,,
1,00:00:28,28602,70.1,2.79E-11,,,,,,
1,00:00:28,28602,70.15,2.73E-11,,,,,,
1,00:00:28,28602,70.2,2.66E-11,,,,,,
1,00:00:28,28602,70.25,2.43E-11,,,,,,
1,00:00:28,28602,70.3,2.27E-11,,,,,,
