,scans,0,DataLength,,,,,,,
header,20,lines,,,,,,,,
Date,15/05/2018,Time,10:54:05,,,,,,,
ID,HAL RC RGA 101 #15508,Version,3,,,,,,,
Scans,1,,,,,,,,,
Scan ID,Mode,Input,Scanned,Start,Stop,Increment,Dwell,Settle,RS,RelSEM
Scan 1,RGA,SEM,mass,0.4,100,0.05,100.00%,100.00%,1,1
Environment,,,,,,,,,,
Global,RGA,,,,,,,,,
F1,1,"( 1 = on, 0 = off )",,,,,,,,
F2,0,"( 1 = on, 0 = off )",,,,,,,,
cage,3,V,,,,,,,,
delta-m,0,%,,,,,,,,
electron-energy,70,V,,,,,,,,
emission,1000,uA,,,,,,,,
focus,-90,V,,,,,,,,
mass,5.5,amu,,,,,,,,
mode-change-delay,1000,ms,,,,,,,,
multiplier,800,V,,,,,,,,
resolution,0,%,,,,,,,,
Data,1,,,,,,,,,
Cycle,Time,ms,mass amu,SEM Ie(Amps),,,,,,
1,00:00:28,28602,21.95,1.41E-10,,,,,,
1,00:00:28,28602,22,1.35E-10,,,,,,
1,00:00:28,28602,22.05,1.35E-10,,,,,,
1,00:00:28,28602,22.1,1.26E-10,,,,,,
1,00:00:28,28602,22.15,1.26E-10,,,,,,
1,00:00:28,28602,22.2,1.20E-10,,,,,,
1,00:00:28,28602,22.25,1.07E-10,,,,,,
1,00:00:28,28602,22.3,9.17E-11,,,,,,
1,00:00:28,28602,22.35,6.83E-11,,,,,,
1,00:00:28,28602,22.4,2.20E-11,,,,,,
1,00:00:28,28602,22.45,2.04E-12,,,,,,
1,00:00:28,28602,22.5,2.04E-12,,,,,,
1,00:00:28,28602,22.55,2.02E-12,,,,,,
1,00:00:28,28602,22.6,1.85E-12,,,,,,
1,00:00:28,28602,22.65,1.67E-12,,,,,,
1,00:00:28,28602,22.7,2.23E-12,,,,,,
1,00:00:28,28602,22.75,1.99E-12,,,,,,
1,00:00:28,28602,22.8,1.94E-12,,,,,,
1,00:00:28,28602,22.85,1.77E-12,,,,,,
1,00:00:28,28602,22.9,9.94E-13,,,,,,
1,00:00:28,28602,22.95,8.87E-13,,,,,,
1,00:00:28,28602,23,7.26E-13,,,,,,
1,00:00:28,28602,23.05,5.11E-13,,,,,,
1,00:00:28,28602,23.1,3.76E-13,,,,,,
1,00:00:28,28602,23.15,6.18E-13,,,,,,
1,00:00:28,28602,23.2,1.61E-13,,,,,,
1,00:00:28,28602,23.25,4.84E-13,,,,,,
1,00:00:28,28602,23.3,4.57E-13,,,,,,
1,00:00:28,28602,23.35,6.99E-13,,,,,,
1,00:00:28,28602,23.4,4.30E-13,,,,,,
1,00:00:28,28602,23.45,2.69E-13,,,,,,
1,00:00:28,28602,23.5,2.69E-13,,,,,,
1,00:00:28,28602,23.55,6.99E-13,,,,,,
1,00:00:28,28602,23.6,2.96E-12,,,,,,
1,00:00:28,28602,23.65,5.86E-12,,,,,,
1,00:00:28,28602,23.7,7.07E-12,,,,,,
1,00:00:28,28602,23.75,8.39E-12,,,,,,
1,00:00:28,28602,23.8,9.33E-12,,,,,,
1,00:00:28,28602,23.85,9.41E-12,,,,,,
1,00:00:28,28602,23.9,1.05E-11,,,,,,
1,00:00:28,28602,23.95,1.07E-11,,,,,,
1,00:00:28,28602,24,1.06E-11,,,,,,
1,00:00:28,28602,24.05,9.49E-12,,,,,,
1,00:00:28,28602,24.1,9.22E-12,,,,,,
1,00:00:28,28602,24.15,8.60E-12,,,,,,
1,00:00:28,28602,24.2,8.87E-12,,,,,,
1,00:00:28,28602,24.25,7.47E-12,,,,,,
1,00:00:28,28602,24.3,5.94E-12,,,,,,
1,00:00:28,28602,24.35,4.84E-12,,,,,,
1,00:00:28,28602,24.4,1.59E-12,,,,,,
1,00:00:28,28602,24.45,5.91E-13,,,,,,
1,00:00:28,28602,24.5,4.57E-13,,,,,,
1,00:00:28,28602,24.55,1.26E-12,,,,,,
1,00:00:28,28602,24.6,8.20E-12,,,,,,
1,00:00:28,28602,24.65,1.59E-11,,,,,,
1,00:00:28,28602,24.7,2.21E-11,,,,,,
1,00:00:28,28602,24.75,2.62E-11,,,,,,
1,00:00:28,28602,24.8,2.94E-11,,,,,,
1,00:00:28,28602,24.85,3.05E-11,,,,,,
1,00:00:28,28602,24.9,3.18E-11,,,,,,
1,00:00:28,28602,24.95,3.24E-11,,,,,,
1,00:00:28,28602,25,3.17E-11,,,,,,
1,00:00:28,28602,25.05,2.99E-11,,,,,,
1,00:00:28,28602,25.1,2.96E-11,,,,,,
1,00:00:28,28602,25.15,2.96E-11,,,,,,
1,00:00:28,28602,25.2,2.88E-11,,,,,,
1,00:00:28,28602,25.25,2.54E-11,,,,,,
1,00:00:28,28602,25.3,1.99E-11,,,,,,
1,00:00:28,28602,25.35,1.58E-11,,,,,,
1,00:00:28,28602,25.4,7.07E-12,,,,,,
1,00:00:28,28602,25.45,2.34E-12,,,,,,
1,00:00:28,28602,25.5,3.36E-12,,,,,,
1,00:00:28,28602,25.55,6.15E-12,,,,,,
1,00:00:28,28602,25.6,3.87E-11,,,,,,
1,00:00:28,28602,25.65,8.09E-11,,,,,,
1,00:00:28,28602,25.7,1.08E-10,,,,,,
1,00:00:28,28602,25.75,1.27E-10,,,,,,
1,00:00:28,28602,25.8,1.39E-10,,,,,,
1,00:00:28,28602,25.85,1.45E-10,,,,,,
1,00:00:28,28602,25.9,1.56E-10,,,,,,
1,00:00:28,28602,25.95,1.57E-10,,,,,,
1,00:00:28,28602,26,1.52E-10,,,,,,
1,00:00:28,28602,26.05,1.47E-10,,,,,,
1,00:00:28,28602,26.1,1.41E-10,,,,,,
1,00:00:28,28602,26.15,1.38E-10,,,,,,
1,00:00:28,28602,26.2,1.32E-10,,,,,,
1,00:00:28,28602,26.25,1.18E-10,,,,,,
1,00:00:28,28602,26.3,9.64E-11,,,,,,
1,00:00:28,28602,26.35,7.71E-11,,,,,,
1,00:00:28,28602,26.4,3.86E-11,,,,,,
1,00:00:28,28602,26.45,5.24E-12,,,,,,
1,00:00:28,28602,26.5,5.05E-12,,,,,,
1,00:00:28,28602,26.55,1.05E-11,,,,,,
1,00:00:28,28602,26.6,6.44E-11,,,,,,
1,00:00:28,28602,26.65,1.37E-10,,,,,,
1,00:00:28,28602,26.7,1.85E-10,,,,,,
1,00:00:28,28602,26.75,2.15E-10,,,,,,
1,00:00:28,28602,26.8,2.34E-10,,,,,,
1,00:00:28,28602,26.85,2.50E-10,,,,,,
1,00:00:28,28602,26.9,2.58E-10,,,,,,
1,00:00:28,28602,26.95,2.64E-10,,,,,,
1,00:00:28,28602,27,2.62E-10,,,,,,
1,00:00:28,28602,27.05,2.55E-10,,,,,,
1,00:00:28,28602,27.1,2.43E-10,,,,,,
1,00:00:28,28602,27.15,2.40E-10,,,,,,
1,00:00:28,28602,27.2,2.32E-10,,,,,,
1,00:00:28,28602,27.25,2.10E-10,,,,,,
1,00:00:28,28602,27.3,1.81E-10,,,,,,
1,00:00:28,28602,27.35,1.52E-10,,,,,,
1,00:00:28,28602,27.4,9.88E-11,,,,,,
1,00:00:28,28602,27.45,5.51E-11,,,,,,
1,00:00:28,28602,27.5,1.22E-10,,,,,,
1,00:00:28,28602,27.55,4.77E-10,,,,,,
1,00:00:28,28602,27.6,1.87E-09,,,,,,
1,00:00:28,28602,27.65,2.72E-09,,,,,,
1,00:00:28,28602,27.7,3.28E-09,,,,,,
1,00:00:28,28602,27.75,3.62E-09,,,,,,
1,00:00:28,28602,27.8,3.84E-09,,,,,,
1,00:00:28,28602,27.85,4.00E-09,,,,,,
1,00:00:28,28602,27.9,4.15E-09,,,,,,
1,00:00:28,28602,27.95,4.10E-09,,,,,,
1,00:00:28,28602,28,3.99E-09,,,,,,
1,00:00:28,28602,28.05,3.84E-09,,,,,,
1,00:00:28,28602,28.1,3.70E-09,,,,,,
1,00:00:28,28602,28.15,3.61E-09,,,,,,
1,00:00:28,28602,28.2,3.35E-09,,,,,,
1,00:00:28,28602,28.25,2.92E-09,,,,,,
1,00:00:28,28602,28.3,2.43E-09,,,,,,
1,00:00:28,28602,28.35,1.75E-09,,,,,,
1,00:00:28,28602,28.4,5.17E-10,,,,,,
1,00:00:28,28602,28.45,2.48E-11,,,,,,
1,00:00:28,28602,28.5,2.84E-11,,,,,,
1,00:00:28,28602,28.55,9.51E-11,,,,,,
1,00:00:28,28602,28.6,3.37E-10,,,,,,
1,00:00:28,28602,28.65,5.19E-10,,,,,,
1,00:00:28,28602,28.7,6.42E-10,,,,,,
1,00:00:28,28602,28.75,7.23E-10,,,,,,
1,00:00:28,28602,28.8,7.87E-10,,,,,,
1,00:00:28,28602,28.85,8.24E-10,,,,,,
1,00:00:28,28602,28.9,8.57E-10,,,,,,
1,00:00:28,28602,28.95,8.53E-10,,,,,,
1,00:00:28,28602,29,8.37E-10,,,,,,
1,00:00:28,28602,29.05,8.05E-10,,,,,,
1,00:00:28,28602,29.1,7.66E-10,,,,,,
1,00:00:28,28602,29.15,7.56E-10,,,,,,
1,00:00:28,28602,29.2,7.14E-10,,,,,,
1,00:00:28,28602,29.25,6.22E-10,,,,,,
1,00:00:28,28602,29.3,5.16E-10,,,,,,
1,00:00:28,28602,29.35,3.87E-10,,,,,,
1,00:00:28,28602,29.4,1.47E-10,,,,,,
1,00:00:28,28602,29.45,2.20E-11,,,,,,
1,00:00:28,28602,29.5,2.32E-11,,,,,,
1,00:00:28,28602,29.55,1.18E-10,,,,,,
1,00:00:28,28602,29.6,3.45E-10,,,,,,
1,00:00:28,28602,29.65,4.83E-10,,,,,,
1,00:00:28,28602,29.7,5.72E-10,,,,,,
1,00:00:28,28602,29.75,6.29E-10,,,,,,
1,00:00:28,28602,29.8,6.73E-10,,,,,,
1,00:00:28,28602,29.85,7.07E-10,,,,,,
1,00:00:28,28602,29.9,7.27E-10,,,,,,
1,00:00:28,28602,29.95,7.19E-10,,,,,,
1,00:00:28,28602,30,7.00E-10,,,,,,
1,00:00:28,28602,30.05,6.75E-10,,,,,,
1,00:00:28,28602,30.1,6.48E-10,,,,,,
1,00:00:28,28602,30.15,6.36E-10,,,,,,
1,00:00:28,28602,30.2,5.90E-10,,,,,,
1,00:00:28,28602,30.25,5.18E-10,,,,,,
1,00:00:28,28602,30.3,4.24E-10,,,,,,
1,00:00:28,28602,30.35,3.18E-10,,,,,,
1,00:00:28,28602,30.4,1.16E-10,,,,,,
1,00:00:28,28602,30.45,7.15E-12,,,,,,
1,00:00:28,28602,30.5,2.74E-12,,,,,,
1,00:00:28,28602,30.55,1.06E-11,,,,,,
1,00:00:28,28602,30.6,3.58E-11,,,,,,
1,00:00:28,28602,30.65,5.40E-11,,,,,,
1,00:00:28,28602,30.7,6.58E-11,,,,,,
1,00:00:28,28602,30.75,7.32E-11,,,,,,
1,00:00:28,28602,30.8,7.92E-11,,,,,,
1,00:00:28,28602,30.85,8.22E-11,,,,,,
1,00:00:28,28602,30.9,8.59E-11,,,,,,
1,00:00:28,28602,30.95,8.48E-11,,,,,,
1,00:00:28,28602,31,8.38E-11,,,,,,
1,00:00:28,28602,31.05,8.02E-11,,,,,,
1,00:00:28,28602,31.1,7.82E-11,,,,,,
1,00:00:28,28602,31.15,7.60E-11,,,,,,
1,00:00:28,28602,31.2,7.12E-11,,,,,,
1,00:00:28,28602,31.25,6.25E-11,,,,,,
1,00:00:28,28602,31.3,5.25E-11,,,,,,
1,00:00:28,28602,31.35,4.29E-11,,,,,,
1,00:00:28,28602,31.4,2.06E-11,,,,,,
1,00:00:28,28602,31.45,4.17E-12,,,,,,
1,00:00:28,28602,31.5,3.25E-12,,,,,,
1,00:00:28,28602,31.55,2.28E-11,,,,,,
1,00:00:28,28602,31.6,4.20E-11,,,,,,
1,00:00:28,28602,31.65,5.60E-11,,,,,,
1,00:00:28,28602,31.7,6.32E-11,,,,,,
1,00:00:28,28602,31.75,7.02E-11,,,,,,
1,00:00:28,28602,31.8,7.29E-11,,,,,,
1,00:00:28,28602,31.85,7.54E-11,,,,,,
1,00:00:28,28602,31.9,7.97E-11,,,,,,
1,00:00:28,28602,31.95,7.83E-11,,,,,,
1,00:00:28,28602,32,7.53E-11,,,,,,
1,00:00:28,28602,32.05,7.26E-11,,,,,,
1,00:00:28,28602,32.1,6.88E-11,,,,,,
1,00:00:28,28602,32.15,6.80E-11,,,,,,
1,00:00:28,28602,32.2,6.15E-11,,,,,,
1,00:00:28,28602,32.25,5.57E-11,,,,,,
1,00:00:28,28602,32.3,4.33E-11,,,,,,
1,00:00:28,28602,32.35,2.86E-11,,,,,,
1,00:00:28,28602,32.4,1.14E-11,,,,,,
1,00:00:28,28602,32.45,1.18E-12,,,,,,
1,00:00:28,28602,32.5,6.18E-13,,,,,,
1,00:00:28,28602,32.55,1.37E-12,,,,,,
1,00:00:28,28602,32.6,4.60E-12,,,,,,
1,00:00:28,28602,32.65,5.83E-12,,,,,,
1,00:00:28,28602,32.7,7.39E-12,,,,,,
1,00:00:28,28602,32.75,8.12E-12,,,,,,
1,00:00:28,28602,32.8,8.52E-12,,,,,,
1,00:00:28,28602,32.85,9.27E-12,,,,,,
1,00:00:28,28602,32.9,8.95E-12,,,,,,
1,00:00:28,28602,32.95,9.19E-12,,,,,,
1,00:00:28,28602,33,9.81E-12,,,,,,
1,00:00:28,28602,33.05,9.35E-12,,,,,,
1,00:00:28,28602,33.1,8.36E-12,,,,,,
1,00:00:28,28602,33.15,9.11E-12,,,,,,
1,00:00:28,28602,33.2,7.96E-12,,,,,,
1,00:00:28,28602,33.25,6.99E-12,,,,,,
1,00:00:28,28602,33.3,6.48E-12,,,,,,
1,00:00:28,28602,33.35,4.65E-12,,,,,,
1,00:00:28,28602,33.4,2.42E-12,,,,,,
1,00:00:28,28602,33.45,9.41E-13,,,,,,
1,00:00:28,28602,33.5,6.45E-13,,,,,,
1,00:00:28,28602,33.55,1.67E-12,,,,,,
1,00:00:28,28602,33.6,3.01E-12,,,,,,
1,00:00:28,28602,33.65,3.23E-12,,,,,,
1,00:00:28,28602,33.7,3.44E-12,,,,,,
1,00:00:28,28602,33.75,4.27E-12,,,,,,
1,00:00:28,28602,33.8,4.46E-12,,,,,,
1,00:00:28,28602,33.85,5.00E-12,,,,,,
1,00:00:28,28602,33.9,4.62E-12,,,,,,
1,00:00:28,28602,33.95,4.33E-12,,,,,,
1,00:00:28,28602,34,4.57E-12,,,,,,
1,00:00:28,28602,34.05,4.22E-12,,,,,,
1,00:00:28,28602,34.1,4.09E-12,,,,,,
1,00:00:28,28602,34.15,3.57E-12,,,,,,
1,00:00:28,28602,34.2,3.31E-12,,,,,,
1,00:00:28,28602,34.25,2.77E-12,,,,,,
1,00:00:28,28602,34.3,2.42E-12,,,,,,
1,00:00:28,28602,34.35,1.75E-12,,,,,,
1,00:00:28,28602,34.4,4.84E-13,,,,,,
1,00:00:28,28602,34.45,1.88E-13,,,,,,
1,00:00:28,28602,34.5,5.64E-13,,,,,,
1,00:00:28,28602,34.55,1.32E-12,,,,,,
1,00:00:28,28602,34.6,1.75E-12,,,,,,
1,00:00:28,28602,34.65,2.55E-12,,,,,,
1,00:00:28,28602,34.7,2.10E-12,,,,,,
1,00:00:28,28602,34.75,2.50E-12,,,,,,
1,00:00:28,28602,34.8,3.31E-12,,,,,,
1,00:00:28,28602,34.85,2.63E-12,,,,,,
1,00:00:28,28602,34.9,2.58E-12,,,,,,
1,00:00:28,28602,34.95,2.55E-12,,,,,,
1,00:00:28,28602,35,2.47E-12,,,,,,
1,00:00:28,28602,35.05,2.18E-12,,,,,,
1,00:00:28,28602,35.1,2.42E-12,,,,,,
1,00:00:28,28602,35.15,2.10E-12,,,,,,
1,00:00:28,28602,35.2,2.34E-12,,,,,,
1,00:00:28,28602,35.25,1.75E-12,,,,,,
1,00:00:28,28602,35.3,1.21E-12,,,,,,
1,00:00:28,28602,35.35,8.06E-13,,,,,,
1,00:00:28,28602,35.4,4.03E-13,,,,,,
1,00:00:28,28602,35.45,9.14E-13,,,,,,
1,00:00:28,28602,35.5,4.78E-12,,,,,,
1,00:00:28,28602,35.55,1.10E-11,,,,,,
1,00:00:28,28602,35.6,1.38E-11,,,,,,
1,00:00:28,28602,35.65,1.70E-11,,,,,,
1,00:00:28,28602,35.7,1.85E-11,,,,,,
1,00:00:28,28602,35.75,2.02E-11,,,,,,
1,00:00:28,28602,35.8,2.02E-11,,,,,,
1,00:00:28,28602,35.85,2.09E-11,,,,,,
1,00:00:28,28602,35.9,1.98E-11,,,,,,
1,00:00:28,28602,35.95,2.06E-11,,,,,,
1,00:00:28,28602,36,1.94E-11,,,,,,
1,00:00:28,28602,36.05,1.88E-11,,,,,,
1,00:00:28,28602,36.1,1.86E-11,,,,,,
1,00:00:28,28602,36.15,1.83E-11,,,,,,
1,00:00:28,28602,36.2,1.65E-11,,,,,,
1,00:00:28,28602,36.25,1.30E-11,,,,,,
1,00:00:28,28602,36.3,1.17E-11,,,,,,
1,00:00:28,28602,36.35,6.32E-12,,,,,,
1,00:00:28,28602,36.4,2.04E-12,,,,,,
1,00:00:28,28602,36.45,2.96E-13,,,,,,
1,00:00:28,28602,36.5,1.72E-12,,,,,,
1,00:00:28,28602,36.55,4.84E-12,,,,,,
1,00:00:28,28602,36.6,7.01E-12,,,,,,
1,00:00:28,28602,36.65,9.08E-12,,,,,,
1,00:00:28,28602,36.7,1.06E-11,,,,,,
1,00:00:28,28602,36.75,1.20E-11,,,,,,
1,00:00:28,28602,36.8,1.20E-11,,,,,,
1,00:00:28,28602,36.85,1.22E-11,,,,,,
1,00:00:28,28602,36.9,1.26E-11,,,,,,
1,00:00:28,28602,36.95,1.29E-11,,,,,,
1,00:00:28,28602,37,1.21E-11,,,,,,
1,00:00:28,28602,37.05,1.21E-11,,,,,,
1,00:00:28,28602,37.1,1.23E-11,,,,,,
1,00:00:28,28602,37.15,1.11E-11,,,,,,
1,00:00:28,28602,37.2,1.01E-11,,,,,,
1,00:00:28,28602,37.25,9.51E-12,,,,,,
1,00:00:28,28602,37.3,8.36E-12,,,,,,
1,00:00:28,28602,37.35,6.29E-12,,,,,,
1,00:00:28,28602,37.4,2.37E-12,,,,,,
1,00:00:28,28602,37.45,1.18E-12,,,,,,
1,00:00:28,28602,37.5,4.14E-12,,,,,,
1,00:00:28,28602,37.55,1.03E-11,,,,,,
1,00:00:28,28602,37.6,1.37E-11,,,,,,
1,00:00:28,28602,37.65,1.76E-11,,,,,,
1,00:00:28,28602,37.7,2.01E-11,,,,,,
1,00:00:28,28602,37.75,2.17E-11,,,,,,
1,00:00:28,28602,37.8,2.27E-11,,,,,,
1,00:00:28,28602,37.85,2.28E-11,,,,,,
1,00:00:28,28602,37.9,2.44E-11,,,,,,
1,00:00:28,28602,37.95,2.35E-11,,,,,,
1,00:00:28,28602,38,2.41E-11,,,,,,
1,00:00:28,28602,38.05,2.25E-11,,,,,,
1,00:00:28,28602,38.1,2.17E-11,,,,,,
1,00:00:28,28602,38.15,2.26E-11,,,,,,
1,00:00:28,28602,38.2,2.01E-11,,,,,,
1,00:00:28,28602,38.25,1.83E-11,,,,,,
1,00:00:28,28602,38.3,1.51E-11,,,,,,
1,00:00:28,28602,38.35,1.16E-11,,,,,,
1,00:00:28,28602,38.4,5.99E-12,,,,,,
1,00:00:28,28602,38.45,4.73E-12,,,,,,
1,00:00:28,28602,38.5,1.09E-11,,,,,,
1,00:00:28,28602,38.55,3.82E-11,,,,,,
1,00:00:28,28602,38.6,5.78E-11,,,,,,
1,00:00:28,28602,38.65,7.48E-11,,,,,,
1,00:00:28,28602,38.7,8.54E-11,,,,,,
1,00:00:28,28602,38.75,9.19E-11,,,,,,
1,00:00:28,28602,38.8,9.84E-11,,,,,,
1,00:00:28,28602,38.85,1.01E-10,,,,,,
1,00:00:28,28602,38.9,1.05E-10,,,,,,
1,00:00:28,28602,38.95,1.06E-10,,,,,,
1,00:00:28,28602,39,1.01E-10,,,,,,
1,00:00:28,28602,39.05,9.79E-11,,,,,,
1,00:00:28,28602,39.1,9.46E-11,,,,,,
1,00:00:28,28602,39.15,9.39E-11,,,,,,
1,00:00:28,28602,39.2,8.93E-11,,,,,,
1,00:00:28,28602,39.25,7.76E-11,,,,,,
1,00:00:28,28602,39.3,6.50E-11,,,,,,
1,00:00:28,28602,39.35,5.13E-11,,,,,,
1,00:00:28,28602,39.4,2.77E-11,,,,,,
1,00:00:28,28602,39.45,8.39E-12,,,,,,
1,00:00:28,28602,39.5,5.51E-12,,,,,,
1,00:00:28,28602,39.55,1.61E-11,,,,,,
1,00:00:28,28602,39.6,2.37E-11,,,,,,
1,00:00:28,28602,39.65,2.94E-11,,,,,,
1,00:00:28,28602,39.7,3.23E-11,,,,,,
1,00:00:28,28602,39.75,3.58E-11,,,,,,
1,00:00:28,28602,39.8,3.64E-11,,,,,,
1,00:00:28,28602,39.85,3.92E-11,,,,,,
1,00:00:28,28602,39.9,4.07E-11,,,,,,
1,00:00:28,28602,39.95,3.82E-11,,,,,,
1,00:00:28,28602,40,3.88E-11,,,,,,
1,00:00:28,28602,40.05,3.65E-11,,,,,,
1,00:00:28,28602,40.1,3.47E-11,,,,,,
1,00:00:28,28602,40.15,3.47E-11,,,,,,
1,00:00:28,28602,40.2,3.35E-11,,,,,,
1,00:00:28,28602,40.25,3.09E-11,,,,,,
1,00:00:28,28602,40.3,2.67E-11,,,,,,
1,00:00:28,28602,40.35,2.17E-11,,,,,,
1,00:00:28,28602,40.4,1.33E-11,,,,,,
1,00:00:28,28602,40.45,9.97E-12,,,,,,
1,00:00:28,28602,40.5,2.27E-11,,,,,,
1,00:00:28,28602,40.55,7.88E-11,,,,,,
1,00:00:28,28602,40.6,1.23E-10,,,,,,
1,00:00:28,28602,40.65,1.52E-10,,,,,,
1,00:00:28,28602,40.7,1.74E-10,,,,,,
1,00:00:28,28602,40.75,1.89E-10,,,,,,
1,00:00:28,28602,40.8,1.98E-10,,,,,,
1,00:00:28,28602,40.85,2.08E-10,,,,,,
1,00:00:28,28602,40.9,2.14E-10,,,,,,
1,00:00:28,28602,40.95,2.14E-10,,,,,,
1,00:00:28,28602,41,2.09E-10,,,,,,
1,00:00:28,28602,41.05,2.04E-10,,,,,,
1,00:00:28,28602,41.1,1.95E-10,,,,,,
1,00:00:28,28602,41.15,1.93E-10,,,,,,
1,00:00:28,28602,41.2,1.81E-10,,,,,,
1,00:00:28,28602,41.25,1.64E-10,,,,,,
1,00:00:28,28602,41.3,1.43E-10,,,,,,
1,00:00:28,28602,41.35,1.14E-10,,,,,,
1,00:00:28,28602,41.4,6.67E-11,,,,,,
1,00:00:28,28602,41.45,2.96E-11,,,,,,
1,00:00:28,28602,41.5,3.55E-11,,,,,,
1,00:00:28,28602,41.55,7.83E-11,,,,,,
1,00:00:28,28602,41.6,1.08E-10,,,,,,
1,00:00:28,28602,41.65,1.28E-10,,,,,,
1,00:00:28,28602,41.7,1.44E-10,,,,,,
1,00:00:28,28602,41.75,1.55E-10,,,,,,
1,00:00:28,28602,41.8,1.61E-10,,,,,,
1,00:00:28,28602,41.85,1.68E-10,,,,,,
1,00:00:28,28602,41.9,1.71E-10,,,,,,
1,00:00:28,28602,41.95,1.73E-10,,,,,,
1,00:00:28,28602,42,1.67E-10,,,,,,
1,00:00:28,28602,42.05,1.61E-10,,,,,,
1,00:00:28,28602,42.1,1.57E-10,,,,,,
1,00:00:28,28602,42.15,1.52E-10,,,,,,
1,00:00:28,28602,42.2,1.44E-10,,,,,,
1,00:00:28,28602,42.25,1.30E-10,,,,,,
1,00:00:28,28602,42.3,1.10E-10,,,,,,
1,00:00:28,28602,42.35,8.66E-11,,,,,,
1,00:00:28,28602,42.4,5.32E-11,,,,,,
1,00:00:28,28602,42.45,3.09E-11,,,,,,
1,00:00:28,28602,42.5,9.77E-11,,,,,,
1,00:00:28,28602,42.55,2.00E-10,,,,,,
1,00:00:28,28602,42.6,2.71E-10,,,,,,
1,00:00:28,28602,42.65,3.36E-10,,,,,,
1,00:00:28,28602,42.7,3.68E-10,,,,,,
1,00:00:28,28602,42.75,4.01E-10,,,,,,
1,00:00:28,28602,42.8,4.21E-10,,,,,,
1,00:00:28,28602,42.85,4.43E-10,,,,,,
1,00:00:28,28602,42.9,4.49E-10,,,,,,
1,00:00:28,28602,42.95,4.51E-10,,,,,,
1,00:00:28,28602,43,4.47E-10,,,,,,
1,00:00:28,28602,43.05,4.37E-10,,,,,,
1,00:00:28,28602,43.1,4.39E-10,,,,,,
1,00:00:28,28602,43.15,4.33E-10,,,,,,
1,00:00:28,28602,43.2,4.30E-10,,,,,,
1,00:00:28,28602,43.25,4.07E-10,,,,,,
1,00:00:28,28602,43.3,3.90E-10,,,,,,
1,00:00:28,28602,43.35,4.10E-10,,,,,,
1,00:00:28,28602,43.4,4.89E-10,,,,,,
1,00:00:28,28602,43.45,2.32E-09,,,,,,
1,00:00:28,28602,43.5,5.87E-09,,,,,,
1,00:00:28,28602,43.55,8.13E-09,,,,,,
1,00:00:28,28602,43.6,9.83E-09,,,,,,
1,00:00:28,28602,43.65,1.09E-08,,,,,,
1,00:00:28,28602,43.7,1.17E-08,,,,,,
1,00:00:28,28602,43.75,1.23E-08,,,,,,
1,00:00:28,28602,43.8,1.27E-08,,,,,,
1,00:00:28,28602,43.85,1.29E-08,,,,,,
1,00:00:28,28602,43.9,1.29E-08,,,,,,
1,00:00:28,28602,43.95,1.26E-08,,,,,,
1,00:00:28,28602,44,1.21E-08,,,,,,
1,00:00:28,28602,44.05,1.16E-08,,,,,,
1,00:00:28,28602,44.1,1.15E-08,,,,,,
1,00:00:28,28602,44.15,1.10E-08,,,,,,
1,00:00:28,28602,44.2,1.00E-08,,,,,,
1,00:00:28,28602,44.25,8.72E-09,,,,,,
1,00:00:28,28602,44.3,7.20E-09,,,,,,
1,00:00:28,28602,44.35,4.39E-09,,,,,,
1,00:00:28,28602,44.4,1.96E-09,,,,,,
1,00:00:28,28602,44.45,2.98E-10,,,,,,
1,00:00:28,28602,44.5,2.40E-10,,,,,,
1,00:00:28,28602,44.55,3.47E-10,,,,,,
1,00:00:28,28602,44.6,4.27E-10,,,,,,
1,00:00:28,28602,44.65,4.71E-10,,,,,,
1,00:00:28,28602,44.7,5.10E-10,,,,,,
1,00:00:28,28602,44.75,5.41E-10,,,,,,
1,00:00:28,28602,44.8,5.63E-10,,,,,,
1,00:00:28,28602,44.85,5.73E-10,,,,,,
1,00:00:28,28602,44.9,5.79E-10,,,,,,
1,00:00:28,28602,44.95,5.65E-10,,,,,,
1,00:00:28,28602,45,5.48E-10,,,,,,
1,00:00:28,28602,45.05,5.22E-10,,,,,,
1,00:00:28,28602,45.1,5.14E-10,,,,,,
1,00:00:28,28602,45.15,4.95E-10,,,,,,
1,00:00:28,28602,45.2,4.58E-10,,,,,,
1,00:00:28,28602,45.25,3.96E-10,,,,,,
1,00:00:28,28602,45.3,3.29E-10,,,,,,
1,00:00:28,28602,45.35,2.19E-10,,,,,,
1,00:00:28,28602,45.4,1.07E-10,,,,,,
1,00:00:28,28602,45.45,6.26E-11,,,,,,
1,00:00:28,28602,45.5,1.15E-10,,,,,,
1,00:00:28,28602,45.55,1.62E-10,,,,,,
1,00:00:28,28602,45.6,1.97E-10,,,,,,
1,00:00:28,28602,45.65,2.19E-10,,,,,,
1,00:00:28,28602,45.7,2.34E-10,,,,,,
1,00:00:28,28602,45.75,2.45E-10,,,,,,
1,00:00:28,28602,45.8,2.58E-10,,,,,,
1,00:00:28,28602,45.85,2.61E-10,,,,,,
1,00:00:28,28602,45.9,2.61E-10,,,,,,
1,00:00:28,28602,45.95,2.55E-10,,,,,,
1,00:00:28,28602,46,2.48E-10,,,,,,
1,00:00:28,28602,46.05,2.39E-10,,,,,,
1,00:00:28,28602,46.1,2.32E-10,,,,,,
